word,true_label,predictions
and,O,O
me,O,O
also,O,O
moche,O,O
pleasur,O,O
if,O,O
thies,O,O
thinges,O,O
may,O,O
be,O,O
sent,O,O
him,O,O
veray,O,O
shortely,O,O
",",O,O
and,O,O
your,O,O
monney,O,O
shal,O,O
be,O,O
hier,O,O
redy,O,O
for,O,O
you,O,O
",",O,O
at,O,O
sight,O,O
or,O,O
your,O,O
owne,O,O
pleasur,O,O
.,O,O
per,O,O
John,O,O
Broun,O,O
.,O,O
Yours,O,O
",",O,O
Youres,O,O
",",O,O
For,O,O
advise,O,O
off,O,O
my,O,O
busynes,O,O
at,O,O
Cales,O,O
I,O,O
wroott,O,O
youe,O,O
partelye,O,O
",",O,O
but,O,O
althogh,O,O
ye,O,O
have,O,O
as,O,O
ye,O,O
wrightt,O,O
gyven,O,O
your,O,O
brother,O,O
(2a,O,O
),O,O
sufficient,O,O
advertisement,O,O
of,O,O
your,O,O
mynd,O,O
",",O,O
yet,O,O
I,O,O
trust,O,O
ye,O,O
have,O,O
commytted,O,O
the,O,O
hole,O,O
doing,O,O
to,O,O
Mr,O,O
.,O,O
Southewycke,O,O
",",O,O
or,O,O
ellis,O,O
I,O,O
fere,O,O
all,O,O
thynges,O,O
wil,O,O
not,O,O
soo,O,O
well,O,O
as,O,O
we,O,O
woolld,O,O
have,O,O
them,O,O
.,O,O
Therffore,O,O
as,O,O
sone,O,O
as,O,O
I,O,O
can,O,O
I,O,O
entend,O,O
to,O,O
wrightt,O,O
unto,O,O
Mr,O,O
.,O,O
Sowthewyck,O,O
.,O,O
Yf,O,O
th'armes,O,O
be,O,O
cut,O,O
",",O,O
send,O,O
them,O,O
me,O,O
by,O,O
this,O,O
bringer,O,O
Henry,O,O
Sowthwicke,O,O
I,O,O
pray,O,O
you,O,O
;,O,O
and,O,O
that,O,O
ye,O,O
have,O,O
disbursid,O,O
I,O,O
will,O,O
repaie,O,O
to,O,O
whome,O,O
ye,O,O
please,O,O
to,O,O
appointe,O,O
me,O,O
.,O,O
And,O,O
thus,O,O
rudely,O,O
I,O,O
rest,O,O
",",O,O
commyttyng,O,O
you,O,O
to,O,O
the,O,O
Lorde,O,O
God,O,O
Almightie,O,O
.,O,O
Hierwith,O,O
bound,O,O
ar,O,O
lettres,O,O
from,O,O
my,O,O
syster,O,O
your,O,O
wiff,O,O
",",O,O
wherwith,O,O
she,O,O
writes,O,O
unto,O,O
me,O,O
that,O,O
Preston,O,O
hadd,O,O
ben,O,O
at,O,O
Lynne,O,O
hole,O,O
8,O,O
dayes,O,O
befor,O,O
her,O,O
sayed,O,O
writing,O,O
",",O,O
but,O,O
he,O,O
hadd,O,O
sent,O,O
her,O,O
no,O,O
wourd,O,O
of,O,O
th'arryvall,O,O
of,O,O
my,O,O
last,O,O
Gascon,O,O
win,O,O
sent,O,O
from,O,O
hens,O,O
;,O,O
howbeit,O,O
",",O,O
I,O,O
hope,O,O
the,O,O
same,O,O
is,O,O
ther,O,O
long,O,O
sins,O,O
in,O,O
savite,O,O
.,O,O
For,O,O
rapeside,O,O
I,O,O
will,O,O
write,O,O
shortely,O,O
and,O,O
ernestly,O,O
",",O,O
but,O,O
yett,O,O
I,O,O
would,O,O
knowe,O,O
the,O,O
price,O,O
therof,O,O
aboute,O,O
Calleis,O,O
and,O,O
in,O,O
Flaundres,O,O
.,O,O
And,O,O
thus,O,O
in,O,O
hast,O,O
compelled,O,O
to,O,O
end,O,O
",",O,O
fare,O,O
you,O,O
and,O,O
all,O,O
our,O,O
frendes,O,O
moost,O,O
hartely,O,O
well,O,O
.,O,O
I,O,O
stand,O,O
in,O,O
dowte,O,O
whether,O,O
my,O,O
brother,O,O
will,O,O
charg,O,O
you,O,O
for,O,O
a,O,O
Cli,B,B
st,I,I
.,O,O
from,O,O
London,O,O
vj,O,O
daies,O,O
after,O,O
sight,O,O
or,O,O
not,O,O
.,O,O
If,O,O
he,O,O
do,O,O
",",O,O
then,O,O
the,O,O
Cli,B,B
that,O,O
Daniell,O,O
hathe,O,O
promysyd,O,O
to,O,O
paie,O,O
redie,O,O
monney,O,O
maie,O,O
serve,O,O
that,O,O
purpose,O,O
",",O,O
and,O,O
for,O,O
all,O,O
the,O,O
reste,O,O
I,O,O
will,O,O
geve,O,O
ordre,O,O
at,O,O
my,O,O
being,O,O
at,O,O
Andwerpe,O,O
",",O,O
whiche,O,O
(God,O,O
to,O,O
freind,O,O
),O,O
shal,O,O
be,O,O
by,O,O
Mychelmes,O,O
daie,O,O
",",O,O
or,O,O
within,O,O
a,O,O
daie,O,O
or,O,O
ij,O,O
after,O,O
.,O,O
So,O,O
knowithe,O,O
the,O,O
Lyving,O,O
and,O,O
Almyghtie,O,O
Lord,O,O
",",O,O
to,O,O
Whose,O,O
preservation,O,O
I,O,O
comyt,O,O
you,O,O
.,O,O
Add,O,O
.,O,O
To,O,O
his,O,O
singuler,O,O
god,O,O
frinde,O,O
John,O,O
Johnson,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Staple,O,O
be,O,O
this,O,O
delyvered,O,O
I,O,O
am,O,O
glad,O,O
ye,O,O
be,O,O
agreid,O,O
with,O,O
Bishop,O,O
",",O,O
and,O,O
bycawse,O,O
I,O,O
perceyve,O,O
George,O,O
hathe,O,O
bene,O,O
meane,O,O
for,O,O
to,O,O
sett,O,O
forwardes,O,O
th'obteynyng,O,O
of,O,O
fell,O,O
",",O,O
I,O,O
doo,O,O
nowe,O,O
send,O,O
hym,O,O
ayen,O,O
",",O,O
that,O,O
ye,O,O
maye,O,O
declare,O,O
your,O,O
hole,O,O
mynd,O,O
to,O,O
hym,O,O
whilles,O,O
ye,O,O
arre,O,O
ther,O,O
;,O,O
and,O,O
to,O,O
helpe,O,O
fourthe,O,O
my,O,O
sewttes,O,O
",",O,O
whiche,O,O
my,O,O
trust,O,O
ys,O,O
youe,O,O
will,O,O
leve,O,O
in,O,O
som,O,O
honnest,O,O
staye,O,O
with,O,O
my,O,O
brother,O,O
Sir,O,O
Ambrose,O,O
",",O,O
(1a,O,O
),O,O
and,O,O
to,O,O
leve,O,O
your,O,O
instruccions,O,O
and,O,O
the,O,O
procedyng,O,O
thereof,O,O
with,O,O
my,O,O
cosyn,O,O
Ottwell,O,O
",",O,O
that,O,O
I,O,O
may,O,O
be,O,O
boolld,O,O
in,O,O
your,O,O
absens,O,O
of,O,O
hym,O,O
as,O,O
nede,O,O
shall,O,O
require,O,O
.,O,O
Ryght,O,O
Worshipffull,O,O
Syr,O,O
",",O,O
Add,O,O
.,O,O
To,O,O
my,O,O
very,O,O
trustye,O,O
and,O,O
lovyng,O,O
frynd,O,O
John,O,O
Johnson,O,O
",",O,O
marchunt,O,O
off,O,O
the,O,O
Staple,O,O
at,O,O
Cales,O,O
",",O,O
delyver,O,O
per,O,O
George,O,O
Graunt,O,O
in,O,O
London,O,O
.,O,O
Add,O,O
.,O,O
To,O,O
hys,O,O
ryght,O,O
welbelovyd,O,O
cosyn,O,O
Sabyon,O,O
Johnson,O,O
",",O,O
thys,O,O
lettre,O,O
be,O,O
delyverd,O,O
at,O,O
Polbroke,O,O
",",O,O
Northamtonshyere,O,O
.,O,O
It,O,O
is,O,O
reportid,O,O
for,O,O
truyth,O,O
that,O,O
the,O,O
greattyst,O,O
part,O,O
of,O,O
men,O,O
that,O,O
are,O,O
in,O,O
the,O,O
Scottishe,O,O
shipp,O,O
are,O,O
Frenshemen,O,O
of,O,O
Depe,O,O
",",O,O
Homfleur,O,O
",",O,O
Harfleur,O,O
",",O,O
Fescamp,O,O
and,O,O
Newhaven,O,O
.,O,O
There,O,O
is,O,O
also,O,O
ij,O,O
other,O,O
Scottyshe,O,O
barkes,O,O
upon,O,O
the,O,O
see,O,O
",",O,O
(5,O,O
),O,O
wherof,O,O
oon,O,O
of,O,O
them,O,O
hath,O,O
sythens,O,O
taken,O,O
ij,O,O
Englyshe,O,O
craiers,O,O
loden,O,O
towerd,O,O
Newhaven,O,O
.,O,O
Otwell,O,O
Johnsone,O,O
.,O,O
For,O,O
newes,O,O
I,O,O
do,O,O
send,O,O
you,O,O
the,O,O
description,O,O
of,O,O
the,O,O
great,O,O
benefites,O,O
and,O,O
wonderous,O,O
workes,O,O
of,O,O
God,O,O
",",O,O
which,O,O
was,O,O
the,O,O
Suffocke,O,O
men's,O,O
song,O,O
",",O,O
after,O,O
thayer,O,O
playe,O,O
of,O,O
the,O,O
battaille,O,O
betwext,O,O
the,O,O
Sperite,O,O
",",O,O
tne,O,O
Sowle,O,O
and,O,O
the,O,O
Flesshe,O,O
that,O,O
I,O,O
declaired,O,O
ones,O,O
unto,O,O
you,O,O
.,O,O
And,O,O
other,O,O
thinges,O,O
i,O,O
have,O,O
not,O,O
nowe,O,O
to,O,O
send,O,O
.,O,O
unto,O,O
Robart,O,O
Andrew,O,O
",",O,O
to,O,O
Antony,O,O
Cave,O,O
.,O,O
Copie,O,O
of,O,O
a,O,O
remembrans,O,O
bounden,O,O
frend,O,O
to,O,O
his,O,O
littell,O,O
End,O,O
.,O,O
1551,O,O
",",O,O
fran,O,O
Otwell,O,O
Johnson,O,O
at,O,O
London,O,O
",",O,O
12,O,O
in,O,O
June,O,O
;,O,O
receyved,O,O
at,O,O
Callais,O,O
le,O,O
14,O,O
;,O,O
aunsweryd,O,O
le,O,O
16,O,O
du,O,O
dit,O,O
.,O,O
87,O,O
.,O,O
HENRY,O,O
BOSTOCK,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
John,O,O
Johnson,O,O
.,O,O
Wylliam,O,O
Tupholme,O,O
",",O,O
I,O,O
commende,O,O
me,O,O
unto,O,O
you,O,O
",",O,O
and,O,O
I,O,O
send,O,O
you,O,O
my,O,O
blyssyng,O,O
",",O,O
etc,O,O
.,O,O
And,O,O
your,O,O
letter,O,O
wrytyn,O,O
at,O,O
Glapthorn,O,O
the,O,O
xviij,O,O
of,O,O
July,O,O
I,O,O
have,O,O
resavyd,O,O
",",O,O
wherby,O,O
I,O,O
ded,O,O
persave,O,O
that,O,O
your,O,O
master,O,O
and,O,O
mastris,O,O
warre,O,O
in,O,O
good,O,O
helthe,O,O
at,O,O
the,O,O
maykyng,O,O
theyrof,O,O
",",O,O
thankes,O,O
be,O,O
unto,O,O
God,O,O
.,O,O
And,O,O
wher,O,O
that,O,O
you,O,O
doo,O,O
wryte,O,O
me,O,O
that,O,O
you,O,O
wyll,O,O
be,O,O
noo,O,O
more,O,O
slugysshe,O,O
nor,O,O
slowthfull,O,O
in,O,O
wrytyng,O,O
unto,O,O
me,O,O
",",O,O
bud,O,O
that,O,O
you,O,O
wyl,O,O
be,O,O
a,O,O
new,O,O
man,O,O
",",O,O
and,O,O
oder,O,O
yourselffe,O,O
otherways,O,O
theyn,O,O
you,O,O
have,O,O
don,O,O
in,O,O
tymes,O,O
paste,O,O
",",O,O
I,O,O
pray,O,O
God,O,O
gyffe,O,O
you,O,O
grace,O,O
for,O,O
to,O,O
be,O,O
His,O,O
serwande,O,O
",",O,O
and,O,O
that,O,O
you,O,O
may,O,O
aplye,O,O
yourselffe,O,O
in,O,O
all,O,O
your,O,O
affares,O,O
for,O,O
to,O,O
plece,O,O
yor,O,O
master,O,O
and,O,O
mastrys,O,O
",",O,O
the,O,O
wyche,O,O
wolde,O,O
be,O,O
a,O,O
grett,O,O
comforde,O,O
unto,O,O
me,O,O
.,O,O
To,O,O
see,O,O
you,O,O
doo,O,O
welle,O,O
",",O,O
it,O,O
ys,O,O
the,O,O
caetfe,O,O
care,O,O
that,O,O
I,O,O
have,O,O
in,O,O
my,O,O
mynde,O,O
",",O,O
wherfore,O,O
indever,O,O
yourselffe,O,O
in,O,O
all,O,O
your,O,O
master's,O,O
besenes,O,O
",",O,O
that,O,O
I,O,O
may,O,O
once,O,O
have,O,O
a,O,O
luffyng,O,O
letter,O,O
from,O,O
your,O,O
master,O,O
(in,O,O
your,O,O
prace),O,O
",",O,O
the,O,O
wyche,O,O
warre,O,O
a,O,O
gret,O,O
plecer,O,O
to,O,O
me,O,O
to,O,O
here,O,O
of,O,O
",",O,O
for,O,O
theyn,O,O
you,O,O
sholde,O,O
wynde,O,O
my,O,O
harte,O,O
for,O,O
ever,O,O
.,O,O
Howghe,O,O
!,O,O
What,O,O
a,O,O
plecer,O,O
it,O,O
ys,O,O
for,O,O
a,O,O
man,O,O
for,O,O
see,O,O
his,O,O
chylde,O,O
goo,O,O
forwarde,O,O
to,O,O
be,O,O
prassed,O,O
of,O,O
his,O,O
master,O,O
!,O,O
It,O,O
ys,O,O
above,O,O
a,O,O
grete,O,O
dele,O,O
of,O,O
rytches,O,O
!,O,O
Well,O,O
",",O,O
lett,O,O
this,O,O
matter,O,O
passe,O,O
",",O,O
and,O,O
yff,O,O
theyr,O,O
be,O,O
annythyng,O,O
amysse,O,O
",",O,O
lett,O,O
it,O,O
be,O,O
amended,O,O
for,O,O
the,O,O
luffe,O,O
of,O,O
God,O,O
",",O,O
and,O,O
theyn,O,O
dowte,O,O
nott,O,O
bud,O,O
that,O,O
you,O,O
shall,O,O
fynde,O,O
me,O,O
a,O,O
naturalle,O,O
father,O,O
unto,O,O
you,O,O
",",O,O
and,O,O
it,O,O
shall,O,O
also,O,O
be,O,O
a,O,O
gret,O,O
occachon,O,O
for,O,O
your,O,O
master,O,O
for,O,O
to,O,O
putt,O,O
you,O,O
in,O,O
tryste,O,O
with,O,O
parte,O,O
of,O,O
his,O,O
substance,O,O
",",O,O
the,O,O
wyche,O,O
I,O,O
dowte,O,O
nott,O,O
hereafter,O,O
bud,O,O
that,O,O
he,O,O
wyll,O,O
",",O,O
apon,O,O
your,O,O
deserwyng,O,O
.,O,O
And,O,O
Robert,O,O
Bryan,O,O
has,O,O
promyste,O,O
me,O,O
for,O,O
to,O,O
by,O,O
you,O,O
a,O,O
loyde,O,O
of,O,O
wooll,O,O
",",O,O
the,O,O
wyche,O,O
I,O,O
intende,O,O
for,O,O
to,O,O
shyppe,O,O
for,O,O
you,O,O
",",O,O
with,O,O
Gode's,O,O
grace,O,O
:,O,O
it,O,O
costes,O,O
above,O,O
viijs,B,B
a,O,O
ston,O,O
.,O,O
And,O,O
I,O,O
sende,O,O
your,O,O
master,O,O
by,O,O
Gannoke,O,O
167,O,O
.,O,O
JOHN,O,O
JOHNSON,O,O
TO,O,O
HENRY,O,O
SOUTHWICK,O,O
Thomas,O,O
Smythe's,O,O
bill,O,O
to,O,O
Asselyn,O,O
Salvago,O,O
shal,O,O
be,O,O
acceptyd,O,O
",",O,O
and,O,O
so,O,O
shall,O,O
all,O,O
other,O,O
be,O,O
that,O,O
cometh,O,O
from,O,O
you,O,O
",",O,O
the,O,O
same,O,O
Thomas,O,O
Smythe,O,O
",",O,O
or,O,O
my,O,O
brother,O,O
;,O,O
but,O,O
yet,O,O
in,O,O
my,O,O
next,O,O
lettre,O,O
I,O,O
wil,O,O
not,O,O
faille,O,O
to,O,O
write,O,O
Robeart,O,O
Andrew,O,O
therof,O,O
.,O,O
anno,O,O
domini,O,O
1545,O,O
.,O,O
I,O,O
preye,O,O
youe,O,O
wright,O,O
Henrye,O,O
Southewyck,O,O
to,O,O
knowe,O,O
what,O,O
mer,O,O
sterling,O,O
monneyes,O,O
he,O,O
hathe,O,O
of,O,O
my,O,O
felles,O,O
.,O,O
He,O,O
wrightes,O,O
me,O,O
of,O,O
the,O,O
ixt,O,O
in,O,O
Marche,O,O
the,O,O
Holonders,O,O
',O,O
monneye,O,O
was,O,O
not,O,O
then,O,O
com,O,O
.,O,O
I,O,O
wold,O,O
have,O,O
noo,O,O
more,O,O
monneye,O,O
of,O,O
myne,O,O
stayed,O,O
then,O,O
will,O,O
paye,O,O
the,O,O
custom,O,O
of,O,O
my,O,O
wulles,O,O
now,O,O
to,O,O
shippe,O,O
",",O,O
whiche,O,O
is,O,O
noo,O,O
gret,O,O
matter,O,O
.,O,O
I,O,O
preye,O,O
youe,O,O
",",O,O
yf,O,O
Henry,O,O
Sathewyck,O,O
have,O,O
moche,O,O
Flemish,O,O
monneye,O,O
",",O,O
to,O,O
see,O,O
how,O,O
ye,O,O
can,O,O
make,O,O
yt,O,O
over,O,O
in,O,O
London,O,O
with,O,O
som,O,O
sewr,O,O
"man,to",O,O
paye,O,O
me,O,O
at,O,O
double,O,O
usans,O,O
in,O,O
London,O,O
;,O,O
and,O,O
wright,O,O
me,O,O
howe,O,O
th'exchaunge,O,O
goyth,O,O
for,O,O
usans,O,O
",",O,O
double,O,O
usans,O,O
and,O,O
Paske,O,O
marte,O,O
.,O,O
I,O,O
wolld,O,O
have,O,O
all,O,O
my,O,O
rest,O,O
of,O,O
Cold,O,O
made,O,O
me,O,O
over,O,O
for,O,O
usans,O,O
or,O,O
double,O,O
to,O,O
som,O,O
proffyt,O,O
.,O,O
Thus,O,O
havyng,O,O
not,O,O
full,O,O
leser,O,O
to,O,O
answer,O,O
all,O,O
your,O,O
letter,O,O
",",O,O
but,O,O
pretend,O,O
by,O,O
the,O,O
next,O,O
with,O,O
Godes,O,O
helpe,O,O
",",O,O
commyt,O,O
youe,O,O
to,O,O
God,O,O
.,O,O
In,O,O
haest,O,O
.,O,O
at,O,O
Dene,O,O
.,O,O
Youres,O,O
to,O,O
my,O,O
litle,O,O
power,O,O
",",O,O
4,O,O
Quant,O,O
a,O,O
che,O,O
que,O,O
ditte,O,O
que,O,O
je,O,O
vous,O,O
escrive,O,O
combien,O,O
le,O,O
poisson,O,O
en,O,O
baril,O,O
vaust,O,O
en,O,O
Zellandre,O,O
",",O,O
je,O,O
ne,O,O
la,O,O
say,O,O
point,O,O
",",O,O
mes,O,O
je,O,O
en,O,O
rescriray,O,O
en,O,O
Zellandre,O,O
",",O,O
et,O,O
en,O,O
saichant,O,O
la,O,O
verite,O,O
",",O,O
je,O,O
vous,O,O
en,O,O
donneray,O,O
advis,O,O
",",O,O
et,O,O
quant,O,O
a,O,O
che,O,O
qe,O,O
ditte,O,O
que,O,O
vaudrie,O,O
avoir,O,O
pour,O,O
tenue,O,O
20,O,O
botte,O,O
de,O,O
vin,O,O
avecque,O,O
4,O,O
lest,O,O
de,O,O
poisson,O,O
",",O,O
en,O,O
saichant,O,O
le,O,O
pris,O,O
je,O,O
vous,O,O
en,O,O
advertiray,O,O
de,O,O
tout,O,O
.,O,O
Concerning,O,O
the,O,O
copie,O,O
of,O,O
the,O,O
rate,O,O
of,O,O
goldes,O,O
and,O,O
sylver,O,O
in,O,O
the,O,O
Mynte,O,O
",",O,O
sent,O,O
in,O,O
your,O,O
lettre,O,O
",",O,O
I,O,O
thanke,O,O
you,O,O
for,O,O
the,O,O
same,O,O
",",O,O
and,O,O
when,O,O
you,O,O
send,O,O
me,O,O
anny,O,O
to,O,O
sell,O,O
ther,O,O
",",O,O
I,O,O
trust,O,O
to,O,O
gett,O,O
mony,O,O
for,O,O
the,O,O
same,O,O
as,O,O
soone,O,O
as,O,O
moost,O,O
men,O,O
ellis,O,O
",",O,O
by,O,O
my,O,O
good,O,O
maistere's,O,O
measnes,O,O
",",O,O
who,O,O
haeth,O,O
geven,O,O
me,O,O
his,O,O
token,O,O
unt,O,O
Mr,O,O
.,O,O
Cofferar,O,O
",",O,O
(1b,O,O
),O,O
for,O,O
to,O,O
resorte,O,O
in,O,O
his,O,O
name,O,O
unto,O,O
Mr,O,O
.,O,O
Boes,O,O
(2b,O,O
),O,O
with,O,O
annything,O,O
that,O,O
I,O,O
can,O,O
have,O,O
to,O,O
putt,O,O
into,O,O
the,O,O
Mynte,O,O
",",O,O
and,O,O
to,O,O
have,O,O
my,O,O
retourne,O,O
agen,O,O
from,O,O
thens,O,O
wekely,O,O
",",O,O
if,O,O
it,O,O
be,O,O
possible,O,O
",",O,O
or,O,O
nott,O,O
moche,O,O
after,O,O
.,O,O
This,O,O
have,O,O
I,O,O
practised,O,O
to,O,O
our,O,O
behoves,O,O
",",O,O
if,O,O
you,O,O
can,O,O
provide,O,O
anny,O,O
monneys,O,O
or,O,O
plate,O,O
to,O,O
do,O,O
proffite,O,O
by,O,O
",",O,O
and,O,O
nowe,O,O
that,O,O
you,O,O
write,O,O
ofsome,O,O
that,O,O
you,O,O
intend,O,O
to,O,O
send,O,O
me,O,O
shortely,O,O
",",O,O
I,O,O
pretend,O,O
within,O,O
a,O,O
day,O,O
or,O,O
ij,O,O
to,O,O
resorte,O,O
unto,O,O
Mr,O,O
.,O,O
Cofferar,O,O
with,O,O
my,O,O
sayd,O,O
maistere's,O,O
token,O,O
(for,O,O
my,O,O
maister,O,O
himself,O,O
is,O,O
in,O,O
Sussex,O,O
with,O,O
my,O,O
lady,O,O
",",O,O
and,O,O
wil,O,O
not,O,O
be,O,O
at,O,O
the,O,O
Courte,O,O
agen,O,O
befor,O,O
Midsommer,O,O
Eve),O,O
",",O,O
and,O,O
than,O,O
I,O,O
trust,O,O
to,O,O
be,O,O
in,O,O
a,O,O
redines,O,O
whansoever,O,O
annything,O,O
cometh,O,O
from,O,O
you,O,O
.,O,O
Of,O,O
prices,O,O
of,O,O
wulles,O,O
and,O,O
cloethes,O,O
I,O,O
can,O,O
write,O,O
you,O,O
but,O,O
smally,O,O
as,O,O
yet,O,O
.,O,O
Sut,O,O
cloethes,O,O
of,O,O
all,O,O
sortes,O,O
kepe,O,O
thall,O,O
(1b,O,O
),O,O
still,O,O
more,O,O
than,O,O
they,O,O
did,O,O
anny,O,O
tyme,O,O
this,O,O
vj,O,O
monnetnes,O,O
befor,O,O
",",O,O
but,O,O
I,O,O
here,O,O
of,O,O
small,O,O
abatementes,O,O
in,O,O
thayer,O,O
prices,O,O
as,O,O
yett,O,O
;,O,O
howbeit,O,O
the,O,O
staye,O,O
of,O,O
buying,O,O
shall,O,O
of,O,O
force,O,O
bring,O,O
downe,O,O
the,O,O
prices,O,O
",",O,O
etc,O,O
.,O,O
Walter,O,O
Calcotte's,O,O
lettre,O,O
of,O,O
the,O,O
saell,O,O
of,O,O
his,O,O
fellis,O,O
I,O,O
perceave,O,O
not,O,O
to,O,O
be,O,O
at,O,O
so,O,O
highe,O,O
price,O,O
",",O,O
for,O,O
the,O,O
wynter,O,O
Londons,O,O
be,O,O
old,O,O
.,O,O
Your,O,O
lettre,O,O
of,O,O
the,O,O
20,O,O
in,O,O
August,O,O
I,O,O
recevid,O,O
the,O,O
4,O,O
of,O,O
this,O,O
moneth,O,O
",",O,O
right,O,O
glade,O,O
to,O,O
perceve,O,O
by,O,O
the,O,O
same,O,O
of,O,O
