word,true_label,predictions
slandres,O,O
all,O,O
the,O,O
rest,O,O
.,O,O
Rather,O,O
be,O,O
bold,O,O
of,O,O
large,O,O
felles,O,O
;,O,O
and,O,O
whensooever,O,O
Ryleye,O,O
commyth,O,O
",",O,O
I,O,O
trust,O,O
he,O,O
shall,O,O
have,O,O
his,O,O
monneye,O,O
and,O,O
Dixen's,O,O
bothe,O,O
",",O,O
yf,O,O
he,O,O
be,O,O
so,O,O
content,O,O
End,O,O
.,O,O
1548,O,O
",",O,O
from,O,O
Richard,O,O
Johnson,O,O
",",O,O
le,O,O
5,O,O
Desember,O,O
",",O,O
at,O,O
Callais,B,B
",",O,O
conserning,O,O
his,O,O
comyng,O,O
into,O,O
Englond,B,B
;,O,O
of,O,O
Robert,O,O
Andrewe's,O,O
surcnarging,O,O
;,O,O
of,O,O
Mr,O,O
.,O,O
Somerset,O,O
aunswer,O,O
touching,O,O
that,O,O
my,O,O
brother,O,O
Robert,O,O
Sawnders,O,O
willed,O,O
me,O,O
to,O,O
knowe,O,O
",",O,O
etc,O,O
.,O,O
Not,O,O
aunsweryd,O,O
bycause,O,O
I,O,O
looke,O,O
dayly,O,O
for,O,O
hym,O,O
to,O,O
be,O,O
hier,O,O
.,O,O
A,O,O
coppe,O,O
of,O,O
a,O,O
lettre,O,O
sent,O,O
OTWELL,O,O
JOHNSON,O,O
TO,O,O
JOHN,O,O
JOHNSON,O,O
(1,O,O
),O,O
I,O,O
hoope,O,O
to,O,O
sell,O,O
them,O,O
your,O,O
felles,O,O
",",O,O
yet,O,O
here,O,O
ys,O,O
many,O,O
better,O,O
felles,O,O
in,O,O
towne,O,O
then,O,O
youres,O,O
",",O,O
for,O,O
surely,O,O
they,O,O
dyd,O,O
not,O,O
rise,O,O
soo,O,O
well,O,O
in,O,O
tellyng,O,O
owt,O,O
as,O,O
I,O,O
thought,O,O
they,O,O
wold,O,O
have,O,O
doon,O,O
.,O,O
Yf,O,O
ij,O,O
or,O,O
iij,O,O
parcelles,O,O
were,O,O
dispatched,O,O
",",O,O
youres,O,O
wold,O,O
comme,O,O
in,O,O
place,O,O
.,O,O
I,O,O
assure,O,O
you,O,O
I,O,O
will,O,O
doo,O,O
the,O,O
best,O,O
I,O,O
can,O,O
for,O,O
the,O,O
dispatche,O,O
therof,O,O
.,O,O
The,O,O
Bosten,O,O
men,O,O
are,O,O
gredy,O,O
of,O,O
sales,O,O
",",O,O
and,O,O
soo,O,O
ys,O,O
Mr,O,O
.,O,O
Wethers,O,O
",",O,O
who,O,O
hathe,O,O
vera,O,O
good,O,O
felles,O,O
.,O,O
If,O,O
owr,O,O
marchantes,O,O
and,O,O
theyr,O,O
goodes,O,O
shal,O,O
be,O,O
shortly,O,O
at,O,O
libertye,O,O
",",O,O
I,O,O
intende,O,O
toward,O,O
the,O,O
payment,O,O
of,O,O
this,O,O
Colde,O,O
marte,O,O
",",O,O
wher,O,O
yt,O,O
may,O,O
playse,O,O
you,O,O
to,O,O
appoynt,O,O
me,O,O
30Li,O,O
st,O,O
.,O,O
for,O,O
that,O,O
you,O,O
owe,O,O
me,O,O
for,O,O
Mr,O,O
.,O,O
Coope,O,O
",",O,O
and,O,O
likewise,O,O
that,O,O
you,O,O
owe,O,O
to,O,O
Rychard,O,O
Leveson,O,O
.,O,O
I,O,O
wold,O,O
the,O,O
rather,O,O
be,O,O
at,O,O
the,O,O
paymentes,O,O
becawse,O,O
I,O,O
wold,O,O
declare,O,O
a,O,O
peece,O,O
of,O,O
my,O,O
mynde,O,O
to,O,O
Markes,O,O
Backyeir,O,O
and,O,O
his,O,O
company,O,O
",",O,O
who,O,O
order,O,O
us,O,O
vera,O,O
ill,O,O
denayeng,O,O
payment,O,O
of,O,O
ther,O,O
dettes,O,O
till,O,O
owr,O,O
men,O,O
be,O,O
relaysed,O,O
),O,O
as,O,O
in,O,O
my,O,O
former,O,O
lettres,O,O
I,O,O
wrot,O,O
you,O,O
.,O,O
White,O,O
hering,O,O
is,O,O
wourth,O,O
12.5li,O,O
Fl,O,O
.,O,O
in,O,O
Zeland,B,B
",",O,O
as,O,O
this,O,O
man,O,O
writeth,O,O
",",O,O
and,O,O
et,O,O
Dunkerke,B,B
it,O,O
is,O,O
at,O,O
41,O,O
crownes,O,O
soll,O,O
.,O,O
a,O,O
last,O,O
",",O,O
as,O,O
Robert,O,O
Brunell,O,O
writeth,O,O
",",O,O
so,O,O
that,O,O
therfor,O,O
it,O,O
is,O,O
not,O,O
best,O,O
medlyng,O,O
with,O,O
anny,O,O
at,O,O
thies,O,O
prices,O,O
in,O,O
my,O,O
fantasy,O,O
",",O,O
and,O,O
indede,O,O
I,O,O
write,O,O
not,O,O
nowe,O,O
for,O,O
anny,O,O
.,O,O
The,O,O
half-barrell,O,O
of,O,O
hering,O,O
that,O,O
is,O,O
hier,O,O
for,O,O
you,O,O
from,O,O
Maistres,O,B
Baynham,O,I
",",O,O
I,O,O
pray,O,O
you,O,O
send,O,O
me,O,O
wourd,O,O
whet,O,O
you,O,O
will,O,O
have,O,O
done,O,O
therwith,O,O
",",O,O
besieching,O,O
the,O,O
Lord,O,O
to,O,O
graunte,O,O
us,O,O
His,O,O
grace,O,O
necessarye,O,O
.,O,O
476,O,O
.,O,O
JOHN,O,O
JOHNSON,O,O
TO,O,O
ANTHONY,O,O
CAVE,O,O
End,O,O
.,O,O
1551,O,O
",",O,O
from,O,O
John,O,O
Master,O,O
at,O,O
Sandwich,B,B
",",O,O
the,O,O
20,O,O
November,O,O
;,O,O
receyved,O,O
at,O,O
London,B,B
le,O,O
27,O,O
;,O,O
aunsweryd,O,O
le,O,O
dit,O,O
.,O,O
Copie,O,O
of,O,O
a,O,O
lettre,O,O
sent,O,O
By,O,O
youres,O,O
",",O,O
Jhesus,O,O
anno,O,O
1545,O,O
",",O,O
the,O,O
ixth,O,O
daie,O,O
of,O,O
September,O,O
.,O,O
(1a,O,O
),O,O
Otwell,O,O
Johnson,O,O
.,O,O
With,O,O
all,O,O
my,O,O
hart,O,O
I,O,O
commend,O,O
me,O,O
unto,O,O
you,O,O
",",O,O
and,O,O
trust,O,O
of,O,O
your,O,O
helth,O,O
",",O,O
prayinge,O,O
you,O,O
I,O,O
maye,O,O
be,O,O
the,O,O
same,O,O
unto,O,O
my,O,O
freind,O,O
Robert,O,O
Andrewes,O,O
.,O,O
My,O,O
trust,O,O
is,O,O
that,O,O
betwene,O,O
my,O,O
said,O,O
freind,O,O
Andrewis,O,O
and,O,O
you,O,O
",",O,O
the,O,O
wull,O,O
I,O,O
lefte,O,O
remembrans,O,O
of,O,O
is,O,O
sold,O,O
",",O,O
and,O,O
theirof,O,O
shortly,O,O
I,O,O
trust,O,O
to,O,O
have,O,O
newis,O,O
from,O,O
you,O,O
.,O,O
Cooke,O,O
the,O,O
butcher,O,O
his,O,O
man,O,O
haeth,O,O
seen,O,O
your,O,O
shepe,O,O
",",O,O
but,O,O
he,O,O
wil,O,O
not,O,O
passe,O,O
the,O,O
price,O,O
of,O,O
viijs,O,O
apiese,O,O
and,O,O
pay,O,O
you,O,O
according,O,O
to,O,O
your,O,O
covenaunt,O,O
",",O,O
and,O,O
hierunto,O,O
he,O,O
requireth,O,O
your,O,O
spedy,O,O
aunswer,O,O
.,O,O
Be,O,O
your,O,O
assuryd,O,O
to,O,O
his,O,O
poure,O,O
",",O,O
Jhesus,O,O
anno,O,O
1547,O,O
",",O,O
the,O,O
.,O,O
of,O,O
February,O,O
",",O,O
at,O,O
London,B,B
.,O,O
I,O,O
bidde,O,O
you,O,O
well,O,O
to,O,O
fare,O,O
.,O,O
I,O,O
take,O,O
allowaunce,O,O
of,O,O
Mr,O,O
.,O,O
Smyth,O,O
for,O,O
Mr,O,O
.,O,O
Cave's,O,O
part,O,O
of,O,O
the,O,O
somes,O,O
abovesaid,O,O
",",O,O
and,O,O
of,O,O
the,O,O
30li,O,O
that,O,O
Bartolmewe,O,O
Hoese,O,O
must,O,O
have,O,O
",",O,O
which,O,O
must,O,O
be,O,O
paid,O,O
as,O,O
sone,O,O
as,O,O
I,O,O
come,O,O
to,O,O
Glapthorne,B,B
",",O,O
for,O,O
Richard,O,O
Preston,O,O
shewith,O,O
me,O,O
that,O,O
he,O,O
hadde,O,O
ben,O,O
at,O,O
your,O,O
howse,O,O
befor,O,O
his,O,O
coming,O,O
up,O,O
nowe,O,O
for,O,O
the,O,O
same,O,O
monney,O,O
",",O,O
and,O,O
will,O,O
come,O,O
thiether,O,O
agen,O,O
for,O,O
the,O,O
same,O,O
in,O,O
thollydayes,O,O
.,O,O
A,O,O
copie,O,O
of,O,O
a,O,O
lettre,O,O
(1a,O,O
),O,O
At,O,O
London,B,B
",",O,O
the,O,O
4th,O,O
in,O,O
June,O,O
",",O,O
1548,O,O
.,O,O
All,O,O
other,O,O
thynges,O,O
",",O,O
boothe,O,O
in,O,O
my,O,O
remembrans,O,O
and,O,O
letters,O,O
sent,O,O
youe,O,O
",",O,O
and,O,O
also,O,O
instruccion,O,O
gyven,O,O
to,O,O
your,O,O
brother,O,O
Richard,O,O
to,O,O
infforme,O,O
youe,O,O
of,O,O
",",O,O
my,O,O
trust,O,O
ys,O,O
ye,O,O
will,O,O
effectewallye,O,O
remember,O,O
.,O,O
Thus,O,O
with,O,O
my,O,O
hertye,O,O
recommendacions,O,O
unto,O,O
all,O,O
owre,O,O
fryndes,O,O
",",O,O
commyt,O,O
youe,O,O
and,O,O
all,O,O
owre,O,O
affaires,O,O
unto,O,O
Gods,O,O
",",O,O
Whoo,O,O
send,O,O
us,O,O
His,O,O
peas,O,O
and,O,O
grace,O,O
",",O,O
Amen,O,O
.,O,O
For,O,O
newys,O,O
yt,O,O
may,O,O
like,O,O
you,O,O
to,O,O
understande,O,O
that,O,O
as,O,O
this,O,O
day,O,O
Mr,O,O
.,O,O
Paget,O,O
",",O,O
the,O,O
Kynge's,O,O
Secretary,O,O
",",O,O
ys,O,O
departed,O,O
hense,O,O
into,O,O
Flanders,B,B
toward,O,O
th'Emperowr's,B,O
Court,I,O
",",O,O
beyng,O,O
at,O,O
Brucelles,B,B
",",O,O
wher,O,O
owr,O,O
hoope,O,O
ys,O,O
he,O,O
shall,O,O
make,O,O
an,O,O
ende,O,O
of,O,O
this,O,O
long,O,O
continewyd,O,O
brablyng,O,O
in,O,O
Flanders,B,B
",",O,O
soo,O,O
that,O,O
owr,O,O
marchantes,O,O
may,O,O
be,O,O
set,O,O
at,O,O
libertye,O,O
;,O,O
untill,O,O
the,O,O
wiche,O,O
time,O,O
thos,O,O
that,O,O
are,O,O
accustomyd,O,O
to,O,O
make,O,O
paymentes,O,O
for,O,O
Markes,O,O
Backlier,O,O
and,O,O
Peter,O,O
Carpentier,O,O
",",O,O
have,O,O
made,O,O
answer,O,O
that,O,O
they,O,O
will,O,O
paye,O,O
no,O,O
part,O,O
of,O,O
the,O,O
monney,O,O
dew,O,O
to,O,O
you,O,O
and,O,O
Walter,O,O
Leveson,O,O
till,O,O
owr,O,O
nation,O,O
be,O,O
set,O,O
at,O,O
libertye,O,O
",",O,O
wherapon,O,O
I,O,O
have,O,O
written,O,O
gentill,O,O
lettres,O,O
to,O,O
the,O,O
sayd,O,O
partyes,O,O
",",O,O
willyng,O,O
them,O,O
to,O,O
helpe,O,O
me,O,O
at,O,O
this,O,O
my,O,O
present,O,O
nede,O,O
",",O,O
beyng,O,O
(as,O,O
I,O,O
make,O,O
them,O,O
beleve,O,O
),O,O
bownde,O,O
to,O,O
Thomas,O,O
le,O,O
Mayre,O,O
(to,O,O
whom,O,O
I,O,O
have,O,O
advised,O,O
Robert,O,O
Andrew,O,O
to,O,O
delyver,O,O
the,O,O
billes,O,O
),O,O
in,O,O
a,O,O
greter,O,O
somme,O,O
",",O,O
to,O,O
be,O,O
payd,O,O
in,O,O
the,O,O
Baltmes,O,O
marte,O,O
.,O,O
I,O,O
pray,O,O
God,O,O
they,O,O
play,O,O
the,O,O
honest,O,O
men,O,O
with,O,O
us,O,O
.,O,O
Now,O,O
they,O,O
most,O,O
be,O,O
handlyd,O,O
with,O,O
fayre,O,O
wordes,O,O
",",O,O
but,O,O
I,O,O
trust,O,O
the,O,O
daye,O,O
will,O,O
comme,O,O
that,O,O
I,O,O
may,O,O
cawle,O,O
them,O,O
javelles,O,O
",",O,O
as,O,O
they,O,O
be,O,O
indeede,O,O
.,O,O
Jhesus,O,O
anno,O,O
1545,O,O
",",O,O
the,O,O
xxiiijth,O,O
daie,O,O
of,O,O
October,O,O
",",O,O
at,O,O
Callais,B,B
Thomas,O,O
Smythe's,O,O
bill,O,O
to,O,O
Asselyn,O,O
Salvago,O,O
shal,O,O
be,O,O
acceptyd,O,O
",",O,O
and,O,O
so,O,O
shall,O,O
all,O,O
other,O,O
be,O,O
that,O,O
cometh,O,O
from,O,O
you,O,O
",",O,O
the,O,O
same,O,O
Thomas,O,O
Smythe,O,O
",",O,O
or,O,O
my,O,O
brother,O,O
;,O,O
but,O,O
yet,O,O
in,O,O
my,O,O
next,O,O
lettre,O,O
I,O,O
wil,O,O
not,O,O
faille,O,O
to,O,O
write,O,O
Robeart,O,O
Andrew,O,O
therof,O,O
.,O,O
After,O,O
our,O,O
vearie,O,O
hertie,O,O
commendacions,O,O
.,O,O
.,O,O
understonde,O,O
your,O,O
diligence,O,O
with,O,O
good,O,O
wisdome,O,O
in,O,O
the,O,O
procedinges,O,O
of,O,O
the,O,O
Kinge's,O,O
Majestie,O,O
for,O,O
the,O,O
quiet,O,O
of,O,O
the,O,O
countrey,O,O
there,O,O
",",O,O
to,O,O
have,O,O
bene,O,O
suche,O,O
that,O,O
we,O,O
must,O,O
nedes,O,O
render,O,O
to,O,O
yow,O,O
hartie,O,O
thankes,O,O
",",O,O
prayeng,O,O
youe,O,O
to,O,O
contynue,O,O
.,O,O
And,O,O
wheras,O,O
of,O,O
late,O,O
in,O,O
the,O,O
towne,O,O
of,O,O
Glapthorne,B,B
there,O,O
hathe,O,O
and,O,O
is,O,O
great,O,O
disturbans,O,O
and,O,O
disorder,O,O
",",O,O
in,O,O
suche,O,O
sorte,O,O
that,O,O
the,O,O
bailiffe,O,O
there,O,O
remaynithe,O,O
in,O,O
muche,O,O
unsuerte,O,O
by,O,O
the,O,O
lewdnes,O,O
of,O,O
divers,O,O
there,O,O
",",O,O
wherof,O,O
we,O,O
understand,O,O
John,O,O
Broughton,O,O
",",O,O
John,O,O
Desborowe,O,O
and,O,O
Richard,O,O
Trusse,O,O
be,O,O
ringleaders,O,O
;,O,O
we,O,O
would,O,O
ye,O,O
should,O,O
repayre,O,O
theither,O,O
",",O,O
and,O,O
to,O,O
examyne,O,O
the,O,O
hole,O,O
truthe,O,O
therof,O,O
",",O,O
commytting,O,O
the,O,O
offenders,O,O
to,O,O
prisone,O,O
for,O,O
a,O,O
season,O,O
",",O,O
untill,O,O
they,O,O
be,O,O
taught,O,O
to,O,O
studye,O,O
and,O,O
applye,O,O
to,O,O
quietnes,O,O
and,O,O
godlynes,O,O
",",O,O
for,O,O
suche,O,O
is,O,O
the,O,O
obstinacye,O,O
of,O,O
many,O,O
people,O,O
that,O,O
without,O,O
sharpenes,O,O
they,O,O
will,O,O
not,O,O
amende,O,O
.,O,O
So,O,O
fare,O,O
ye,O,O
hartelie,O,O
well,O,O
",",O,O
from,O,O
the,B,O
Westminster,I,O
",",O,O
the,O,O
xxjth,O,O
of,O,O
June,O,O
",",O,O
anno,O,O
1548,O,O
.,O,O
Touching,O,O
the,O,O
sale,O,O
of,O,O
the,O,O
wares,O,O
which,O,O
ar,O,O
come,O,O
to,O,O
you,O,O
from,O,O
Garbrand,O,O
",",O,O
I,O,O
can,O,O
gyve,O,O
you,O,O
none,O,O
advise,O,O
howe,O,O
to,O,O
putt,O,O
them,O,O
away,O,O
to,O,O
proffite,O,O
",",O,O
put,O,O
if,O,O
ther,O,O
be,O,O
none,O,O
appieraunce,O,O
of,O,O
advantaige,O,O
in,O,O
the,O,O
keping,O,O
that,O,O
a,O,O
small,O,O
while,O,O
that,O,O
wil,O,O
not,O,O
be,O,O
sold,O,O
above,O,O
that,O,O
it,O,O
cost,O,O
",",O,O
it,O,O
wer,O,O
good,O,O
to,O,O
put,O,O
it,O,O
away,O,O
afterhaund,O,O
in,O,O
my,O,O
judgement,O,O
for,O,O
redy,O,O
monney,O,O
howbeit,O,O
",",O,O
I,O,O
supposed,O,O
that,O,O
you,O,O
hadd,O,O
knowen,O,O
proffite,O,O
in,O,O
a,O,O
manner,O,O
assured,O,O
in,O,O
all,O,O
the,O,O
wares,O,O
that,O,O
you,O,O
writt,O,O
for,O,O
",",O,O
or,O,O
ellis,O,O
",",O,O
etc.),O,O
.,O,O
Notwithstonding,O,O
",",O,O
all,O,O
thinges,O,O
must,O,O
passe,O,O
nowe,O,O
as,O,O
thay,O,O
maye,O,O
",",O,O
and,O,O
truely,O,O
ther,O,O
is,O,O
none,O,O
of,O,O
the,O,O
wares,O,O
sope,O,O
onely,O,O
except,O,O
",",O,O
for,O,O
hier,O,O
is,O,O
none,O,O
occupied,O,O
but,O,O
that,O,O
is,O,O
made,O,O
hier,O,O
),O,O
but,O,O
it,O,O
is,O,O
hier,O,O
in,O,O
London,B,B
as,O,O
moche,O,O
wourth,O,O
as,O,O
you,O,O
write,O,O
of,O,O
",",O,O
and,O,O
rather,O,O
more,O,O
",",O,O
and,O,O
our,O,O
weight,O,O
but,O,O
v^xx,O,O
xij,O,O
lb,O,O
to,O,O
the,O,O
C,O,O
",",O,O
and,O,O
you,O,O
write,O,O
of,O,O
vj^xx,O,O
lb,O,O
to,O,O
the,O,O
C,O,O
of,O,O
hoppes,O,O
;,O,O
and,O,O
yet,O,O
men,O,O
of,O,O
Lynne,O,B
do,O,O
ordinarely,O,O
make,O,O
thayer,O,O
provision,O,O
in,O,O
London,B,B
of,O,O
suche,O,O
thinges,O,O
",",O,O
which,O,O
I,O,O
mervaile,O,O
at,O,O
",",O,O
and,O,O
will,O,O
gyve,O,O
no,O,O
more,O,O
for,O,O
them,O,O
redy,O,O
brought,O,O
home,O,O
unto,O,O
them,O,O
.,O,O
Well,O,O
",",O,O
I,O,O
have,O,O
no,O,O
more,O,O
to,O,O
say,O,O
hierin,O,O
",",O,O
but,O,O
remitt,O,O
all,O,O
thinges,O,O
to,O,O
your,O,O
discrecion,O,O
and,O,O
governance,O,O
",",O,O
with,O,O
all,O,O
diligence,O,O
possible,O,O
to,O,O
rydd,O,O
away,O,O
the,O,O
grain,O,O
for,O,O
feare,O,O
of,O,O
afterclappes,O,O
",",O,O
etc,O,O
.,O,O
After,O,O
my,O,O
herty,O,O
recommendations,O,O
unto,O,O
youe,O,O
",",O,O
with,O,O
the,O,O
lyke,O,O
to,O,O
my,O,O
cosin,O,O
your,O,O
wife,O,O
",",O,O
these,O,O
shal,O,O
be,O,O
to,O,O
sertefie,O,O
youe,O,O
that,O,O
on,O,O
Mondaye,O,O
last,O,O
I,O,O
wrotte,O,O
youe,O,O
a,O,O
lettre,O,O
",",O,O
(1a,O,O
),O,O
and,O,O
another,O,O
to,O,O
Robert,O,O
Andrewe,O,O
",",O,O
and,O,O
to,O,O
Perrott,O,O
and,O,O
to,O,O
Mr,O,O
.,O,O
Smithe,O,O
",",O,O
the,O,O
which,O,O
Coggin,O,O
hathe,O,O
lefft,O,O
them,O,O
behind,O,O
him,O,O
;,O,O
the,O,O
which,O,O
I,O,O
send,O,O
youe,O,O
now,O,O
",",O,O
for,O,O
I,O,O
knew,O,O
not,O,O
of,O,O
them,O,O
afore,O,O
this,O,O
night,O,O
",",O,O
when,O,O
I,O,O
cam,O,O
to,O,O
Tickford,B,B
now,O,O
",",O,O
as,O,O
knowith,O,O
the,O,O
Lorde,O,O
",",O,O
Who,O,O
send,O,O
youe,O,O
helthe,O,O
to,O,O
perfourme,O,O
your,O,O
godly,O,O
desires,O,O
.,O,O
Sckrijbled,O,O
as,O,O
above,O,O
.,O,O
Mr,O,O
.,O,O
Gyfford,O,O
",",O,O
at,O,O
London,B,B
",",O,O
sent,O,O
to,O,O
Thys,O,O
fayer,O,O
yow,O,O
hartely,O,O
well,O,O
.,O,O
att,O,O
Sybbertoft,B,B
",",O,O
thys,O,O
Sondaye,O,O
the,O,O
xxijth,O,O
daye,O,O
of,O,O
September,O,O
.,O,O
(2,O,O
),O,O
I,O,O
dare,O,O
not,O,O
deferre,O,O
the,O,O
sale,O,O
of,O,O
Mr,O,O
.,O,O
Cave's,O,O
for,O,O
youres,O,O
",",O,O
yf,O,O
yt,O,O
stande,O,O
at,O,O
that,O,O
poynt,O,O
that,O,O
they,O,O
had,O,O
rather,O,O
reffuse,O,O
his,O,O
then,O,O
to,O,O
be,O,O
compelled,O,O
to,O,O
take,O,O
youres,O,O
.,O,O
You,O,O
may,O,O
be,O,O
well,O,O
assuryd,O,O
I,O,O
will,O,O
doo,O,O
that,O,O
I,O,O
can,O,O
for,O,O
you,O,O
.,O,O
After,O,O
due,O,O
recomendations,O,O
",",O,O
the,O,O
copye,O,O
of,O,O
your,O,O
brother's,O,O
(1a,O,O
),O,O
lettre,O,O
wrytten,O,O
at,O,O
Tickford,B,B
the,O,O
iiij,O,O
of,O,O
thes,O,O
present,O,O
I,O,O
have,O,O
receyved,O,O
",",O,O
perceyving,O,O
therby,O,O
that,O,O
because,O,O
I,O,O
had,O,O
not,O,O
sent,O,O
him,O,O
the,O,O
certentye,O,O
of,O,O
his,O,O
busynes,O,O
by,O,O
writinge,O,O
",",O,O
he,O,O
coulde,O,O
not,O,O
certenly,O,O
wrytte,O,O
me,O,O
how,O,O
he,O,O
wolde,O,O
have,O,O
the,O,O
rest,O,O
of,O,O
his,O,O
money,O,O
used,O,O
",",O,O
as,O,O
pertayneth,O,O
to,O,O
his,O,O
accompt,O,O
.,O,O
I,O,O
have,O,O
now,O,O
therfor,O,O
in,O,O
this,O,O
lettre,O,O
sent,O,O
yt,O,O
you,O,O
",",O,O
desyring,O,O
you,O,O
to,O,O
advertise,O,O
your,O,O
brother,O,O
of,O,O
yt,O,O
",",O,O
wherby,O,O
he,O,O
maye,O,O
perceyve,O,O
what,O,O
I,O,O
have,O,O
payed,O,O
for,O,O
him,O,O
",",O,O
and,O,O
what,O,O
his,O,O
remayner,O,O
ys,O,O
",",O,O
desyring,O,O
him,O,O
in,O,O
lyck,O,O
case,O,O
to,O,O
holde,O,O
me,O,O
excused,O,O
for,O,O
that,O,O
I,O,O
dide,O,O
not,O,O
wrytte,O,O
him,O,O
from,O,O
London,B,B
of,O,O
yt,O,O
",",O,O
whiche,O,O
thinge,O,O
I,O,O
had,O,O
done,O,O
yf,O,O
I,O,O
had,O,O
not,O,O
departed,O,O
so,O,O
soudenly,O,O
.,O,O
This,O,O
day,O,O
also,O,O
in,O,O
the,O,O
Streat,O,O
I,O,O
have,O,O
intreated,O,O
our,O,O
frend,O,O
Adam,O,O
Waring,O,O
for,O,O
to,O,O
forbeare,O,O
the,O,O
payement,O,O
of,O,O
my,O,O
10li,O,O
st,O,O
.,O,O
due,O,O
at,O,O
Midsommer,O,O
last,O,O
",",O,O
untill,O,O
after,O,O
Bartolmewe,O,O
Fayer,O,O
",",O,O
which,O,O
he,O,O
haeth,O,O
graunted,O,O
me,O,O
",",O,O
in,O,O
consideracion,O,O
that,O,O
it,O,O
maye,O,O
do,O,O
me,O,O
anny,O,O
pleasur,O,O
",",O,O
though,O,O
indede,O,O
he,O,O
sayed,O,O
the,O,O
chieff,O,O
tyme,O,O
for,O,O
occupyeng,O,O
of,O,O
monney,O,O
to,O,O
his,O,O
proffit,O,O
is,O,O
nowe,O,O
;,O,O
but,O,O
yet,O,O
he,O,O
is,O,O
content,O,O
with,O,O
me,O,O
",",O,O
for,O,O
