word,true_label,predictions
of,O,O
the,O,O
same,O,O
",",O,O
and,O,O
also,O,O
thalf-barrell,O,O
of,O,O
Zealand,O,O
hearing,O,O
",",O,O
for,O,O
your,O,O
Dewnkerke,O,O
hearing,O,O
is,O,O
not,O,O
yet,O,O
come,O,O
",",O,O
nor,O,O
news,O,O
thereof,O,O
.,O,O
Jhesus,O,O
anno,O,O
1545,O,O
",",O,O
the,O,O
19,O,O
in,O,O
Descembre,O,O
",",O,O
at,O,O
London,O,O
Marks,B,B
Backlier,I,I
will,O,O
not,O,O
payee,O,O
for,O,O
the,O,O
iij,O,O
pockets,O,O
Barckes,O,O
returned,O,O
to,O,O
him,O,O
beffore,O,O
the,O,O
Cold,O,O
mart,O,O
",",O,O
so,O,O
that,O,O
I,O,O
shall,O,O
not,O,O
receive,O,O
for,O,O
our,O,O
jonct,O,O
account,O,O
this,O,O
mart,O,O
not,O,O
past,O,O
Cvli,O,O
st.,O,O
",",O,O
wherffore,O,O
you,O,O
shall,O,O
owe,O,O
me,O,O
about,O,O
xlli,O,O
st,O,O
.,O,O
By,O,O
that,O,O
means,O,O
I,O,O
had,O,O
reckenyd,O,O
surly,O,O
to,O,O
have,O,O
had,O,O
all,O,O
in,O,O
this,O,O
mart,O,O
",",O,O
but,O,O
he,O,O
has,O,O
given,O,O
commission,O,O
to,O,O
stop,O,O
33li,O,O
st.,O,O
",",O,O
and,O,O
moreover,O,O
",",O,O
1li,O,O
13s,O,O
0d,O,O
Fl,O,O
.,O,O
for,O,O
bettering,O,O
of,O,O
iij,O,O
pockets,O,O
Barckes,O,O
.,O,O
As,O,O
knows,O,O
the,O,O
Lord,O,O
Jhesus,O,O
",",O,O
Who,O,O
ever,O,O
have,O,O
you,O,O
in,O,O
His,O,O
most,O,O
merciful,O,O
keeping,O,O
",",O,O
Amen,O,O
.,O,O
Written,O,O
ut,O,O
supra,O,O
.,O,O
666,O,O
.,O,O
CABIN,B,B
JOHNSON,I,I
TO,O,O
JOHN,B,B
JOHNSON,I,I
End,O,O
.,O,O
1551,O,O
",",O,O
from,O,O
my,O,O
oncle,O,O
Anthony,B,B
Cave,I,I
at,O,O
Tickford,O,O
",",O,O
le,O,O
20,O,O
November,O,O
;,O,O
received,O,O
le,O,O
24,O,O
at,O,O
London,O,O
;,O,O
answered,O,O
le,O,O
dit,O,O
.,O,O
I,O,O
pray,O,O
you,O,O
I,O,O
may,O,O
be,O,O
heartily,O,O
commended,O,O
to,O,O
Mr,B,B
.,I,I
Otwell,I,I
Johnson,I,I
",",O,O
your,O,O
brother,O,O
",",O,O
with,O,O
my,O,O
hearty,O,O
thanks,O,O
for,O,O
the,O,O
pains,O,O
that,O,O
at,O,O
my,O,O
last,O,O
being,O,O
at,O,O
London,O,O
he,O,O
toke,O,O
for,O,O
me,O,O
.,O,O
And,O,O
thus,O,O
I,O,O
heartily,O,O
bid,O,O
you,O,O
farewell,O,O
.,O,O
I,O,O
perceive,O,O
how,O,O
ye,O,O
appoint,O,O
Mr,B,B
.,I,I
Chersie,I,I
to,O,O
be,O,O
paid,O,O
of,O,O
money,O,O
in,O,O
my,B,B
brother,I,I
Otwelle's,I,I
haundes,O,O
.,O,O
My,O,O
oncle,O,O
Sir,B,B
Ambrose,I,I
(1a,O,O
),O,O
at,O,O
his,O,O
departing,O,O
left,O,O
me,O,O
xxviijli,O,O
xijs,O,O
and,O,O
xxxli,O,O
that,O,O
should,O,O
be,O,O
in,O,O
my,O,O
oncle,O,O
Sir,B,B
Ambrose's,I,I
haundes,O,O
and,O,O
no,O,O
more,O,O
",",O,O
for,O,O
he,O,O
had,O,O
paid,O,O
out,O,O
of,O,O
xxxli,O,O
received,O,O
for,O,O
my,B,B
oncle,I,I
Tanfelde's,I,I
rents,O,O
",",O,O
xxviijs,O,O
to,O,O
a,O,O
glasier,O,O
",",O,O
and,O,O
therefore,O,O
ye,O,O
must,O,O
allow,O,O
my,O,O
brother,O,O
so,O,O
much,O,O
again,O,O
;,O,O
howbeit,O,O
",",O,O
and,O,O
albeit,O,O
that,O,O
my,O,O
brother,O,O
hath,O,O
not,O,O
enough,O,O
of,O,O
xvj,O,O
angles,O,O
that,O,O
restythe,O,O
in,O,O
his,O,O
hands,O,O
to,O,O
pay,O,O
that,O,O
Mr,B,B
.,I,I
Tenfold,I,I
owes,O,O
him,O,O
",",O,O
and,O,O
soche,O,O
parcels,O,O
as,O,O
ye,O,O
willed,O,O
him,O,O
to,O,O
allow,O,O
himself,O,O
",",O,O
yet,O,O
ye,O,O
shall,O,O
have,O,O
the,O,O
full,O,O
of,O,O
a,O,O
Sly,O,O
from,O,O
my,O,O
brother,O,O
",",O,O
for,O,O
that,O,O
he,O,O
will,O,O
pay,O,O
Mr,B,B
.,I,I
Smith,I,I
xiiijli,O,O
at,O,O
his,O,O
pleasure,O,O
",",O,O
and,O,O
these,O,O
other,O,O
commas,O,O
lacking,O,O
ye,O,O
may,O,O
allow,O,O
him,O,O
hereafter,O,O
.,O,O
Mr,B,B
.,I,I
Smith,I,I
shall,O,O
have,O,O
also,O,O
at,O,O
his,O,O
pleasure,O,O
of,O,O
my,O,O
brother,O,O
",",O,O
for,O,O
me,O,O
",",O,O
xvli,O,O
",",O,O
and,O,O
then,O,O
be,O,O
ye,O,O
paid,O,O
xli,O,O
for,O,O
that,O,O
paid,O,O
Chesshier,B,O
",",O,O
and,O,O
vli,O,O
",",O,O
for,O,O
my,O,O
part,O,O
dew,O,O
to,O,O
Nonawaye,B,O
of,I,O
Wellyngborow,I,O
.,O,O
I,O,O
have,O,O
not,O,O
hard,O,O
of,O,O
him,O,O
",",O,O
and,O,O
therefore,O,O
I,O,O
pray,O,O
you,O,O
send,O,O
him,O,O
the,O,O
xli,O,O
we,O,O
owe,O,O
him,O,O
.,O,O
Sins,O,O
my,O,O
last,O,O
writing,O,O
unto,O,O
you,O,O
(brother,O,O
),O,O
of,O,O
my,O,O
misstated,O,O
litre,O,O
indeed,O,O
",",O,O
I,O,O
have,O,O
received,O,O
appointement,O,O
from,O,O
Edmund,B,B
Calthorpe,I,I
by,O,O
writing,O,O
to,O,O
pay,O,O
hear,O,O
in,O,O
London,O,O
as,O,O
tomorrow,O,O
",",O,O
the,O,O
last,O,O
of,O,O
this,O,O
present,O,O
",",O,O
unto,O,O
his,O,O
servant,O,O
",",O,O
the,O,O
some,O,O
of,O,O
2141i,O,O
2s,O,O
4d,O,O
st.,O,O
",",O,O
for,O,O
clearing,O,O
of,O,O
my,O,O
ij,O,O
bills,O,O
due,O,O
to,O,O
himself,O,O
at,O,O
the,O,O
beginning,O,O
of,O,O
this,O,O
month,O,O
",",O,O
and,O,O
to,O,O
Thomas,B,B
Kelke,I,I
the,O,O
19th,O,O
of,O,O
the,O,O
same,O,O
",",O,O
whereof,O,O
mention,O,O
is,O,O
made,O,O
in,O,O
my,O,O
former,O,O
litres,O,O
unto,O,O
you,O,O
;,O,O
and,O,O
this,O,O
sudden,O,O
charging,O,O
of,O,O
me,O,O
by,O,O
the,B,O
said,I,O
Calthorpe,I,O
is,O,O
(as,O,O
it,O,O
were,O,O
),O,O
perforce,O,O
",",O,O
for,O,O
lakke,O,O
of,O,O
money,O,O
at,O,O
Andwarpe,O,O
to,O,O
be,O,O
found,O,O
",",O,O
as,O,O
by,O,O
the,O,O
copy,O,O
of,O,O
his,O,O
litre,O,O
herewith,O,O
sent,O,O
you,O,O
may,O,O
appear,O,O
",",O,O
etc,O,O
.,O,O
Jhesus,O,O
anno,O,O
1546,O,O
",",O,O
the,O,O
17,O,O
day,O,O
of,O,O
February,O,O
",",O,O
at,O,O
London,O,O
.,O,O
Your,O,O
wolhowse,O,O
at,O,O
the,O,O
Watergate,O,O
cost,O,O
1li,O,O
4s,O,O
0d,O,O
st,O,O
.,O,O
the,O,O
making,O,O
clean,O,O
",",O,O
and,O,O
now,O,O
is,O,O
taken,O,O
again,O,O
to,O,O
the,B,B
Kynge's,I,I
use,O,O
.,O,O
Mr,B,B
.,I,I
Johnson,I,I
",",O,O
After,O,O
my,O,O
most,O,O
hearty,O,O
commendation,O,O
to,O,O
you,O,O
and,O,O
to,O,O
good,O,O
Mistress,B,B
Johnson,I,I
your,O,O
wife,O,O
",",O,O
with,O,O
your,O,O
good,O,O
brother,O,O
",",O,O
(1a,O,O
),O,O
this,O,O
may,O,O
be,O,O
to,O,O
pray,O,O
you,O,O
to,O,O
deliver,O,O
the,O,O
letter,O,O
sent,O,O
to,O,O
you,O,O
with,O,O
this,O,O
unto,O,O
one,O,O
William,B,B
James,I,I
",",O,O
dwelling,O,O
in,O,O
Flat,O,O
Street,O,O
ne'er,O,O
the,O,O
White,O,B
Freres,O,I
",",O,O
dropper,O,O
;,O,O
of,O,O
whom,O,O
I,O,O
pray,O,O
you,O,O
receive,O,O
for,O,O
me,O,O
Liiijli,O,O
which,O,O
I,O,O
prayed,O,O
him,O,O
to,O,O
receive,O,O
of,O,O
on,O,O
Love,B,O
",",O,O
the,B,B
Kynge's,I,I
taker,O,O
",",O,O
who,O,O
owyth,O,O
me,O,O
the,O,O
same,O,O
for,O,O
oxen,O,O
",",O,O
and,O,O
the,O,O
same,O,O
money,O,O
I,O,O
pray,O,O
you,O,O
bring,O,O
home,O,O
with,O,O
you,O,O
for,O,O
me,O,O
.,O,O
Also,O,O
I,O,O
pray,O,O
you,O,O
",",O,O
and,O,O
also,O,O
Mr,B,B
.,I,I
Johnson,I,I
your,O,O
brother,O,O
",",O,O
to,O,O
help,O,O
me,O,O
to,O,O
ij,O,O
hoggeshedes,O,O
of,O,O
good,O,O
Gascoyne,O,O
wine,O,O
",",O,O
if,O,O
I,O,O
may,O,O
have,O,O
it,O,O
for,O,O
vli,O,O
or,O,O
under,O,O
.,O,O
As,O,O
touching,O,O
my,O,O
going,O,O
to,O,O
Cales,O,O
",",O,O
I,O,O
will,O,O
now,O,O
abide,O,O
your,O,O
coming,O,O
home,O,O
",",O,O
and,O,O
then,O,O
have,O,O
therein,O,O
irked,O,O
advice,O,O
",",O,O
God,O,O
willing,O,O
",",O,O
Who,O,O
ever,O,O
keep,O,O
you,O,O
.,O,O
From,O,O
Dene,O,O
this,O,O
xxxix,O,O
day,O,O
of,O,O
March.(2a),O,O
.,O,O
Seigneur,O,O
",",O,O
se,O,O
il,O,O
est,O,O
chose,O,O
qua,O,O
jo,O,O
puisse,O,O
fair,O,O
",",O,O
mande,O,O
le,O,O
moi,O,O
",",O,O
et,O,O
jo,O,O
le,O,O
foray,O,O
.,O,O
Seigneur,O,O
",",O,O
jo,O,O
vous,O,O
pry,O,O
qua,O,O
vieulles,O,O
achepeter,O,O
trois,O,O
de,O,O
mes,O,O
cedulle,O,O
",",O,O
chusqune,O,O
de,O,O
100li,O,O
seterlin,O,O
",",O,O
assavrir,O,O
un,O,O
sir,O,O
Jan,B,B
Groussen,I,I
",",O,O
et,O,O
un,O,O
sir,O,O
Tomes,B,O
Brounile,I,O
",",O,O
et,O,O
l'autre,O,O
sir,O,O
Jose,B,B
Secorre,I,I
et,O,O
Frere,O,O
",",O,O
et,O,O
jo,O,O
vous,O,O
renvoiray,O,O
otant,O,O
a,O,O
rechevoir,O,O
",",O,O
pour,O,O
le,O,O
dit,O,O
jour,O,O
",",O,O
et,O,O
sinon,O,O
le,O,O
reprende,O,O
sir,O,O
moi,O,O
;,O,O
mes,O,O
jo,O,O
espere,O,O
qua,O,O
jo,O,O
il,O,O
furniray,O,O
sans,O,O
fortune,O,O
;,O,O
percent,O,O
jo,O,O
vous,O,O
pry,O,O
qua,O,O
les,O,O
achaipt,O,O
et,O,O
pay,O,O
come,O,O
jo,O,O
feroie,O,O
pour,O,O
vous,O,O
",",O,O
si,O,O
me,O,O
le,O,O
mantis,O,O
;,O,O
pour,O,O
advise,O,O
.,O,O
Be,O,O
your,O,O
that,O,O
I,O,O
cane,O,O
Commend,O,O
me,O,O
to,O,O
mistress,O,O
.,O,O
have,O,O
shipped,O,O
vj,O,O
pockets,O,O
.,O,O
Bawdewyn,B,B
Pain,I,I
has,O,O
.,O,O
Henry,B,B
Sowthwicke's,I,I
provision,O,O
.,O,O
.,O,O
reasoning,O,O
of,O,O
tugboat,O,O
of,O,O
those,O,O
.,O,O
;,O,O
.,O,O
for,O,O
her,O,O
the,O,O
last,O,O
shipping,O,O
",",O,O
before,O,O
.,O,O
.,O,O
for,O,O
our,O,O
freight,O,O
",",O,O
and,O,O
soche,O,O
charges,O,O
.,O,O
money,O,O
my,O,O
brother,O,O
should,O,O
have,O,O
of,O,O
.,O,O
of,O,O
",",O,O
or,O,O
ellis,O,O
by,O,O
soche,O,O
money,O,O
as,O,O
my,O,O
said,O,O
brother,O,O
will,O,O
appointee,O,O
you,O,O
to,O,O
receive,O,O
of,O,O
Mr,B,B
.,I,I
Heavenward,I,I
.,O,O
But,O,O
for,O,O
our,O,O
custom,O,O
we,O,O
be,O,O
unprovyded,O,O
",",O,O
which,O,O
if,O,O
ye,O,O
can,O,O
",",O,O
provide,O,O
by,O,O
soche,O,O
money,O,O
as,O,O
shall,O,O
comma,O,O
of,O,O
our,O,O
sales,O,O
;,O,O
howbeit,O,O
",",O,O
ye,O,O
must,O,O
take,O,O
heed,O,O
that,O,O
ye,O,O
do,O,O
not,O,O
change,O,O
or,O,O
receive,O,O
any,O,O
money,O,O
at,O,O
worse,O,O
reasoning,O,O
than,O,O
xxxix,O,O
Fl,O,O
.,O,O
the,O,O
pound,O,O
.,O,O
Rather,O,O
then,O,O
ye,O,O
should,O,O
do,O,O
so,O,O
",",O,O
seek,O,O
means,O,O
to,O,O
take,O,O
as,O,O
much,O,O
sterling,O,O
money,O,O
at,O,O
Collies,O,O
as,O,O
ye,O,O
shall,O,O
lack,O,O
",",O,O
and,O,O
appointee,O,O
it,O,O
to,O,O
be,O,O
paid,O,O
hear,O,O
",",O,O
or,O,O
ellis,O,O
appoint,O,O
us,O,O
to,O,O
pay,O,O
our,O,O
costome,O,O
hear,O,O
",",O,O
as,O,O
I,O,O
think,O,O
most,O,O
of,O,O
the,O,O
Company,O,O
will,O,O
.,O,O
Howsebeit,O,O
you,O,O
",",O,O
being,O,O
Collector,O,O
",",O,O
shall,O,O
not,O,O
need,O,O
to,O,O
charge,O,O
us,O,O
any,O,O
goner,O,O
with,O,O
any,O,O
paiement,O,O
then,O,O
ye,O,O
needs,O,O
must,O,O
.,O,O
End,O,O
.,O,O
1548,O,O
",",O,O
from,O,O
Otwell,B,B
Johnson,I,I
",",O,O
le,O,O
5,O,O
May,O,O
",",O,O
concerning,O,O
speed,O,O
provision,O,O
of,O,O
grain,O,O
",",O,O
and,O,O
nigh,O,O
the,O,O
poort,O,O
of,O,O
Lynne,O,O
;,O,O
echoing,O,O
risen,O,O
to,O,O
22s,O,O
4d,O,O
usans,O,O
et,O,O
pro,O,O
rata,O,O
;,O,O
he,O,O
cannot,O,O
get,O,O
money,O,O
at,O,O
interest,O,O
by,O,O
the,O,O
year,O,O
;,O,O
1001i,O,O
",",O,O
st,O,O
.,O,O
at,O,O
usans,O,O
taken,O,O
of,O,O
Thomas,B,B
Locke,I,I
;,O,O
50li,O,O
paid,O,O
Egglesteld,B,O
for,O,O
.,O,O
felles,O,O
;,O,O
40li,O,O
sent,O,O
to,O,O
Glapthorne,O,O
per,O,O
Adam,B,B
Aldey,I,I
;,O,O
10li,O,O
he,O,O
appoints,O,O
me,O,O
to,O,O
receive,O,O
of,O,O
Sir,B,B
Thomas,I,I
Brudenell,I,I
;,O,O
xli,O,O
paid,O,O
Christopher,B,B
Britain,I,I
",",O,O
and,O,O
xxli,O,O
more,O,O
must,O,O
be,O,O
;,O,O
xxli,O,O
Richard,B,B
Johnson,I,I
has,O,O
apointyd,O,O
him,O,O
to,O,O
pale,O,O
to,O,O
Mr,B,B
.,I,I
Cave,I,I
;,O,O
what,O,O
money,O,O
Pawleyowith,O,O
him,O,O
",",O,O
and,O,O
to,O,O
receive,O,O
money,O,O
of,O,O
him,O,O
;,O,O
26,O,O
dozen,O,O
winter,O,O
and,O,O
17,O,O
dozen,O,O
comers,O,O
felles,O,O
received,O,O
out,O,O
of,O,O
Sussex,O,O
",",O,O
xijd,O,O
is,O,O
to,O,O
be,O,O
abated,O,O
of,O,O
the,O,O
first,O,O
price,O,O
made,O,O
",",O,O
and,O,O
rest,O,O
of,O,O
money,O,O
shall,O,O
be,O,O
received,O,O
shortly,O,O
.,O,O
Answered,O,O
7,O,O
in,O,O
May,O,O
from,O,O
Tickford,O,O
.,O,O
SP,O,O
467,O,O
f.196,O,O
Robert,B,B
Saunders,I,I
.,O,O
Youers,O,O
to,O,O
his,O,O
poor,O,O
",",O,O
to,O,O
London,O,O
",",O,O
per,O,O
Robert,B,B
Of,O,O
the,O,O
news,O,O
of,O,O
Flanders,O,O
",",O,O
Andwarpe,O,O
",",O,O
and,O,O
other,O,O
out,O,O
ward,O,O
parts,O,O
",",O,O
this,O,O
bearer,O,O
",",O,O
Mr,B,B
.,I,I
Flagstone,I,I
",",O,O
can,O,O
instruct,O,O
booth,O,O
Mr,B,B
.,I,I
Cave,I,I
and,O,O
you,O,O
by,O,O
mought,O,O
better,O,O
than,O,O
I,O,O
have,O,O
other,O,O
leisure,O,O
or,O,O
lust,O,O
to,O,O
write,O,O
at,O,O
this,O,O
time,O,O
",",O,O
for,O,O
lakke,O,O
of,O,O
sleep,O,O
",",O,O
and,O,O
therefore,O,O
I,O,O
pass,O,O
them,O,O
over,O,O
",",O,O
and,O,O
also,O,O
our,O,O
host,O,O
of,O,O
(3,O,O
),O,O
Democracy's,O,O
(4,O,O
),O,O
commendation,O,O
sins,O,O
I,O,O
sent,O,O
you,O,O
his,O,O
litre,O,O
;,O,O
herewith,O,O
committing,O,O
you,O,O
to,O,O
Almighty,O,O
God,O,O
",",O,O
Who,O,O
continue,O,O
your,O,O
welfare,O,O
.,O,O
Touching,O,O
xx,O,O
poketes,O,O
Keystone,O,O
wulles,O,O
of,O,O
mine,O,O
",",O,O
being,O,O
soolld,O,O
payeable,O,O
at,O,O
the,O,O
sight,O,O
in,O,O
Andwerpe,O,O
all,O,O
saving,O,O
Li,O,O
in,O,O
Pack,O,O
mart,O,O
payementes,O,O
",",O,O
so,O,O
should,O,O
be,O,O
dew,O,O
upon,O,O
Cxxxli,O,O
st,O,O
.,O,O
ta,O,O
theer,O,O
.,O,O
I,O,O
do,O,O
now,O,O
wright,O,O
to,O,O
Thomas,B,B
Smith,I,I
to,O,O
take,O,O
up,O,O
e,O,O
at,O,O
sight,O,O
an,O,O
Sly,O,O
or,O,O
vj^XXli,O,O
;,O,O
the,O,O
rest,O,O
shall,O,O
goo,O,O
to,O,O
clear,O,O
that,O,O
I,O,O
owe,O,O
in,O,O
this,O,O
Pack,O,O
mart,O,O
.,O,O
I,O,O
take,O,O
the,O,O
ij,O,O
parts,O,O
of,O,O
the,O,O
benefits,O,O
that,O,O
I,O,O
must,O,O
bare,O,O
is,O,O
viij,O,O
marks,O,O
mer,O,O
st,O,O
.,O,O
and,O,O
the,O,O
freedom,O,O
of,O,O
ij,O,O
poketes,O,O
",",O,O
for,O,O
there,O,O
went,O,O
to,O,O
it,O,O
iij,O,O
serpellers,O,O
one,O,O
poket,O,O
old,O,O
.,O,O
I,O,O
have,O,O
writton,O,O
to,O,O
Mr,B,B
.,I,I
Smith,I,I
if,O,O
he,O,O
cannot,O,O
have,O,O
money,O,O
at,O,O
sight,O,O
for,O,O
xxvjs,O,O
or,O,O
xxvis,O,O
iiijd,O,O
",",O,O
he,O,O
shall,O,O
not,O,O
take,O,O
any,O,O
at,O,O
sight,O,O
",",O,O
but,O,O
wrote,O,O
to,O,O
you,O,O
of,O,O
xt,O,O
",",O,O
that,O,O
ye,O,O
may,O,O
make,O,O
it,O,O
from,O,O
thens,O,O
.,O,O
Where,O,O
ye,O,O
wright,O,O
that,O,O
Thomas,B,B
Smith,I,I
is,O,O
paid,O,O
an,O,O
Sly,O,O
",",O,O
and,O,O
that,O,O
ye,O,O
will,O,O
repay,O,O
him,O,O
xlli,O,O
of,O,O
the,O,O
Sly,O,O
taken,O,O
per,O,O
Henry,B,B
Southewyck,I,I
at,O,O
Cales,O,O
",",O,O
he,O,O
writes,O,O
me,O,O
he,O,O
has,O,O
received,O,O
non,O,O
of,O,O
the,O,O
Sly,O,O
put,O,O
that,O,O
ye,O,O
will,O,O
appoint,O,O
him,O,O
xlli,O,O
;,O,O
and,O,O
if,O,O
Robert,B,B
Tempest,I,I
has,O,O
not,O,O
made,O,O
over,O,O
my,O,O
rest,O,O
of,O,O
Cold,O,O
mart,O,O
",",O,O
nor,O,O
also,O,O
that,O,O
Mr,B,B
.,I,I
Smith,I,I
cannot,O,O
agree,O,O
for,O,O
this,O,O
money,O,O
at,O,O
sight,O,O
dew,O,O
for,O,O
my,O,O
last,O,O
sale,O,O
",",O,O
I,O,O
shall,O,O
desire,O,O
you,O,O
at,O,O
