word,true_label,predictions
well,O,O
;,O,O
but,O,O
my,O,O
diligence,O,O
shall,O,O
not,O,O
be,O,O
missing,O,O
for,O,O
the,O,O
seking,O,O
of,O,O
the,O,O
same,O,O
",",O,O
and,O,O
also,O,O
thalf-barrell,O,O
of,O,O
Zeland,O,O
hering,O,O
",",O,O
for,O,O
your,O,O
Dewnkerke,O,O
hering,O,O
is,O,O
not,O,O
yet,O,O
come,O,O
",",O,O
nor,O,O
newes,O,O
therof,O,O
.,O,O
Jhesus,O,O
anno,O,O
1545,O,O
",",O,O
the,O,O
19,O,O
in,O,O
Descembre,O,O
",",O,O
at,O,O
London,O,O
Markes,B,B
Backlier,I,I
will,O,O
not,O,O
paye,O,O
for,O,O
the,O,O
iij,O,O
pocketes,O,O
Barckes,O,B
retournyd,O,O
to,O,O
him,O,O
beffore,O,O
the,O,O
Colde,O,O
marte,O,O
",",O,O
soo,O,O
that,O,O
I,O,O
shall,O,O
not,O,O
receyve,O,O
for,O,O
owr,O,O
jonct,O,O
accompt,O,O
this,O,O
marte,O,O
not,O,O
past,O,O
Cvli,O,O
st.,O,O
",",O,O
wherffore,O,O
you,O,O
shall,O,O
owe,O,O
me,O,O
abowt,O,O
xlli,O,O
st,O,O
.,O,O
By,O,O
that,O,O
means,O,O
I,O,O
had,O,O
reckenyd,O,O
surly,O,O
to,O,O
have,O,O
had,O,O
all,O,O
in,O,O
this,O,O
marte,O,O
",",O,O
but,O,O
he,O,O
hathe,O,O
given,O,O
commission,O,O
to,O,O
stoppe,O,O
33li,O,O
st.,O,O
",",O,O
and,O,O
morover,O,O
",",O,O
1li,O,O
13s,O,O
0d,O,O
Fl,O,O
.,O,O
for,O,O
betteryng,O,O
of,O,O
iij,O,O
pocketes,O,O
Barckes,O,O
.,O,O
As,O,O
knowith,O,O
the,O,O
Lord,O,O
Jhesus,O,O
",",O,O
Who,O,O
ever,O,O
have,O,O
you,O,O
in,O,O
His,O,O
most,O,O
mercyfull,O,O
kepyng,O,O
",",O,O
Amen,O,O
.,O,O
Written,O,O
ut,O,O
supra,O,O
.,O,O
666,O,O
.,O,O
SABINE,B,B
JOHNSON,I,I
TO,O,O
JOHN,B,B
JOHNSON,I,I
End,O,O
.,O,O
1551,O,O
",",O,O
from,O,O
my,O,O
oncle,O,O
Anthony,B,B
Cave,I,I
at,O,O
Tickford,O,O
",",O,O
le,O,O
20,O,O
November,O,O
;,O,O
receyved,O,O
le,O,O
24,O,O
at,O,O
London,O,O
;,O,O
aunsweryd,O,O
le,O,O
dit,O,O
.,O,O
I,O,O
pray,O,O
you,O,O
I,O,O
may,O,O
be,O,O
hertyly,O,O
commended,O,O
to,O,O
Mr,B,B
.,I,I
Otwell,I,I
Johnson,I,I
",",O,O
your,O,O
brother,O,O
",",O,O
with,O,O
my,O,O
herty,O,O
thankes,O,O
for,O,O
the,O,O
paynes,O,O
that,O,O
at,O,O
my,O,O
last,O,O
beyng,O,O
at,O,O
London,O,O
he,O,O
toke,O,O
for,O,O
me,O,O
.,O,O
And,O,O
thus,O,O
I,O,O
hertyly,O,O
byd,O,O
you,O,O
farewell,O,O
.,O,O
I,O,O
perseave,O,O
how,O,O
ye,O,O
apoint,O,O
Mr,B,B
.,I,I
Chersie,I,I
to,O,O
be,O,O
payd,O,O
of,O,O
money,O,O
in,O,O
my,B,B
brother,I,I
Otwelle's,I,I
haundes,O,O
.,O,O
My,O,B
oncle,O,I
Sir,B,B
Ambrose,I,I
(1a,O,O
),O,O
at,O,O
his,O,O
departing,O,O
left,O,O
me,O,O
xxviijli,O,O
xijs,O,O
and,O,O
xxxli,O,O
that,O,O
should,O,O
be,O,O
in,O,O
my,O,B
oncle,O,I
Sir,B,B
Ambrose's,I,I
haundes,O,O
and,O,O
no,O,O
more,O,O
",",O,O
for,O,O
he,O,O
had,O,O
payd,O,O
owt,O,O
of,O,O
xxxli,O,O
receavid,O,O
for,O,O
my,B,B
oncle,I,I
Tanfelde's,I,I
rentes,O,O
",",O,O
xxviijs,O,O
to,O,O
a,O,O
glasier,O,O
",",O,O
and,O,O
therfore,O,O
ye,O,O
must,O,O
allow,O,O
my,O,O
brother,O,O
so,O,O
moche,O,O
agayne,O,O
;,O,O
howbeit,O,O
",",O,O
and,O,O
albeit,O,O
that,O,O
my,O,O
brother,O,O
hath,O,O
not,O,O
ynough,O,O
of,O,O
xvj,O,O
angelles,O,O
that,O,O
restythe,O,O
in,O,O
his,O,O
handes,O,O
to,O,O
paie,O,O
that,O,O
Mr,B,B
.,I,I
Tanfeld,I,I
owithe,O,O
him,O,O
",",O,O
and,O,O
soche,O,O
parcelles,O,O
as,O,O
ye,O,O
willed,O,O
him,O,O
to,O,O
allow,O,O
himself,O,O
",",O,O
yet,O,O
ye,O,O
shal,O,O
have,O,O
the,O,O
full,O,O
of,O,O
a,O,O
Cli,O,O
from,O,O
my,O,O
brother,O,O
",",O,O
for,O,O
that,O,O
he,O,O
will,O,O
pay,O,O
Mr,B,B
.,I,I
Smythe,I,I
xiiijli,O,O
at,O,O
hys,O,O
pleasure,O,O
",",O,O
and,O,O
thes,O,O
other,O,O
sommes,O,O
lackyng,O,O
ye,O,O
maye,O,O
allowe,O,O
hym,O,O
hereafter,O,O
.,O,O
Mr,B,B
.,I,I
Smyth,I,I
shall,O,O
have,O,O
also,O,O
at,O,O
hys,O,O
pleasure,O,O
of,O,O
my,O,O
brother,O,O
",",O,O
for,O,O
me,O,O
",",O,O
xvli,O,O
",",O,O
and,O,O
then,O,O
be,O,O
ye,O,O
payd,O,O
xli,O,O
for,O,O
that,O,O
paid,O,O
Chesshier,B,O
",",O,O
and,O,O
vli,O,O
",",O,O
for,O,O
my,O,O
parte,O,O
dew,O,O
to,O,O
Nonawaye,B,B
of,I,O
Wellyngborow,I,O
.,O,O
I,O,O
have,O,O
not,O,O
hard,O,O
of,O,O
him,O,O
",",O,O
and,O,O
therefore,O,O
I,O,O
praye,O,O
youe,O,O
send,O,O
hym,O,O
the,O,O
xli,O,O
we,O,O
owe,O,O
hym,O,O
.,O,O
Sins,O,O
my,O,O
last,O,O
writing,O,O
unto,O,O
you,O,O
(brother,O,O
),O,O
of,O,O
my,O,O
misdated,O,O
lettre,O,O
indede,O,O
",",O,O
I,O,O
have,O,O
receyved,O,O
appointement,O,O
from,O,O
Edmond,B,B
Calthorpe,I,I
by,O,O
writing,O,O
to,O,O
pay,O,O
hier,O,O
in,O,O
London,O,O
as,O,O
tomorrowe,O,O
",",O,O
the,O,O
last,O,O
of,O,O
this,O,O
present,O,O
",",O,O
unto,O,O
his,O,O
servaunt,O,O
",",O,O
the,O,O
some,O,O
of,O,O
2141i,O,O
2s,O,O
4d,O,O
st.,O,O
",",O,O
for,O,O
clering,O,O
of,O,O
my,O,O
ij,O,O
billes,O,O
due,O,O
to,O,O
himself,O,O
at,O,O
the,O,O
beginning,O,O
of,O,O
this,O,O
monneth,O,O
",",O,O
and,O,O
to,O,O
Thomas,B,B
Kelke,I,I
the,O,O
19th,O,O
of,O,O
the,O,O
same,O,O
",",O,O
wherof,O,O
mencion,O,O
is,O,O
made,O,O
in,O,O
my,O,O
former,O,O
lettres,O,O
unto,O,O
you,O,O
;,O,O
and,O,O
this,O,O
sodaine,O,O
charging,O,O
of,O,O
me,O,O
by,O,O
the,B,O
said,I,O
Calthorpe,I,B
is,O,O
(as,O,O
it,O,O
wer,O,O
),O,O
perforce,O,O
",",O,O
for,O,O
lakke,O,O
of,O,O
monney,O,O
at,O,O
Andwarpe,O,O
to,O,O
be,O,O
founde,O,O
",",O,O
as,O,O
by,O,O
the,O,O
copye,O,O
of,O,O
his,O,O
lettre,O,O
hierwith,O,O
sent,O,O
you,O,O
may,O,O
appier,O,O
",",O,O
etc,O,O
.,O,O
Jhesus,O,O
anno,O,O
1546,O,O
",",O,O
the,O,O
17,O,O
daie,O,O
of,O,O
February,O,O
",",O,O
at,O,O
London,O,O
.,O,O
Your,O,O
wolhowse,O,O
at,O,O
the,O,O
Watergate,O,O
cost,O,O
1li,O,O
4s,O,O
0d,O,O
st,O,O
.,O,O
the,O,O
makyng,O,O
cleene,O,O
",",O,O
and,O,O
now,O,O
ys,O,O
taken,O,O
again,O,O
to,O,O
the,B,O
Kynge's,I,I
use,O,O
.,O,O
Mr,B,B
.,I,I
Johnson,I,I
",",O,O
After,O,O
my,O,O
most,O,O
hertye,O,O
commendacions,O,O
to,O,O
you,O,O
and,O,O
to,O,O
good,O,O
Mistres,B,B
Johnson,I,I
your,O,O
wif,O,O
",",O,O
with,O,O
your,O,O
good,O,O
brother,O,O
",",O,O
(1a,O,O
),O,O
thies,O,O
may,O,O
be,O,O
to,O,O
pray,O,O
you,O,O
to,O,O
delyver,O,O
the,O,O
letter,O,O
sent,O,O
to,O,O
you,O,O
with,O,O
thies,O,O
unto,O,O
one,O,O
William,B,B
James,I,I
",",O,O
dwellyng,O,O
in,O,O
Flete,O,O
Strete,O,O
nere,O,O
the,O,O
Whyte,O,O
Freres,O,I
",",O,O
draper,O,O
;,O,O
of,O,O
whom,O,O
I,O,O
pray,O,O
you,O,O
receyve,O,O
for,O,O
me,O,O
Liiijli,O,O
which,O,O
I,O,O
prayed,O,O
hym,O,O
to,O,O
receyve,O,O
of,O,O
on,O,O
Love,B,B
",",O,O
the,B,B
Kynge's,I,I
taker,O,O
",",O,O
who,O,O
owyth,O,O
me,O,O
the,O,O
same,O,O
for,O,O
oxen,O,O
",",O,O
and,O,O
the,O,O
same,O,O
money,O,O
I,O,O
pray,O,O
you,O,O
bryng,O,O
home,O,O
with,O,O
you,O,O
for,O,O
me,O,O
.,O,O
Also,O,O
I,O,O
pray,O,O
you,O,O
",",O,O
and,O,O
also,O,O
Mr,B,B
.,I,I
Johnson,I,I
your,O,O
brother,O,O
",",O,O
to,O,O
helpe,O,O
me,O,O
to,O,O
ij,O,O
hoggeshedes,O,O
of,O,O
good,O,O
Gascoyne,O,O
wyne,O,O
",",O,O
if,O,O
I,O,O
may,O,O
have,O,O
yt,O,O
for,O,O
vli,O,O
or,O,O
under,O,O
.,O,O
As,O,O
towchyng,O,O
my,O,O
goyng,O,O
to,O,O
Cales,O,O
",",O,O
I,O,O
will,O,O
now,O,O
abide,O,O
your,O,O
commyng,O,O
home,O,O
",",O,O
and,O,O
then,O,O
have,O,O
therin,O,O
yourgood,O,O
advice,O,O
",",O,O
God,O,O
willyng,O,O
",",O,O
Who,O,O
ever,O,O
kepe,O,O
you,O,O
.,O,O
From,O,O
Dene,O,O
thys,O,O
xxiij,O,O
daye,O,O
of,O,O
Marche.(2a),O,O
.,O,O
Seigneur,O,O
",",O,O
se,O,O
il,O,O
est,O,O
chosse,O,O
que,O,O
je,O,O
puisse,O,O
faire,O,O
",",O,O
mande,O,O
le,O,O
moy,O,O
",",O,O
et,O,O
je,O,O
le,O,O
feray,O,O
.,O,O
Seigneur,O,O
",",O,O
je,O,O
vous,O,O
prie,O,O
que,O,O
vieulles,O,O
achepeter,O,O
trois,O,O
de,O,O
mes,O,O
cedulle,O,O
",",O,O
chusqune,O,O
de,O,O
100li,O,O
seterlin,O,O
",",O,O
assavrir,O,O
unne,O,O
sur,O,O
Jan,B,B
Groussen,I,I
",",O,O
et,O,O
unne,O,O
sur,O,O
Tomas,B,B
Brounile,I,I
",",O,O
et,O,O
l'autre,O,O
sur,O,O
Josse,B,B
Secorre,I,I
et,O,O
Frere,O,O
",",O,O
et,O,O
je,O,O
vous,O,O
renvoiray,O,O
otant,O,O
a,O,O
rechevoir,O,O
",",O,O
pour,O,O
le,O,O
dit,O,O
jour,O,O
",",O,O
et,O,O
sinon,O,O
le,O,O
reprende,O,O
sur,O,O
moy,O,O
;,O,O
mes,O,O
je,O,O
espere,O,O
que,O,O
je,O,O
il,O,O
furniray,O,O
sans,O,O
fortune,O,O
;,O,O
partant,O,O
je,O,O
vous,O,O
prie,O,O
que,O,O
les,O,O
achaipt,O,O
et,O,O
paie,O,O
come,O,O
je,O,O
feroie,O,O
pour,O,O
vous,O,O
",",O,O
sy,O,O
me,O,O
le,O,O
mandies,O,O
;,O,O
pour,O,O
advis,O,O
.,O,O
Be,O,O
your,O,O
that,O,O
I,O,O
cane,O,O
Comende,O,O
me,O,O
to,O,O
mistris,O,O
.,O,O
have,O,O
shipped,O,O
vj,O,O
pockettes,O,O
.,O,O
Bawdewyn,B,B
Pain,I,I
hathe,O,O
.,O,O
Henry,B,B
Sowthwicke's,I,I
provision,O,O
.,O,O
.,O,O
reconyng,O,O
of,O,O
th'acchapt,O,O
of,O,O
those,O,O
.,O,O
;,O,O
.,O,O
for,O,O
her,O,O
the,O,O
last,O,O
shipping,O,O
",",O,O
before,O,O
.,O,O
.,O,O
for,O,O
our,O,O
freight,O,O
",",O,O
and,O,O
soche,O,O
charges,O,O
.,O,O
money,O,O
my,O,O
brother,O,O
should,O,O
have,O,O
of,O,O
.,O,O
of,O,O
",",O,O
or,O,O
ellis,O,O
by,O,O
soche,O,O
money,O,O
as,O,O
my,O,O
said,O,O
brother,O,O
will,O,O
apointe,O,O
you,O,O
to,O,O
receyve,O,O
of,O,O
Mr,B,B
.,I,I
Happenrythe,I,I
.,O,O
But,O,O
for,O,O
our,O,O
custom,O,O
we,O,O
be,O,O
unprovyded,O,O
",",O,O
which,O,O
if,O,O
ye,O,O
can,O,O
",",O,O
provyde,O,O
by,O,O
soche,O,O
money,O,O
as,O,O
shall,O,O
comme,O,O
of,O,O
our,O,O
sales,O,O
;,O,O
howbeit,O,O
",",O,O
ye,O,O
must,O,O
take,O,O
hede,O,O
that,O,O
ye,O,O
do,O,O
not,O,O
chaunge,O,O
or,O,O
receyve,O,O
anny,O,O
monney,O,O
at,O,O
wurse,O,O
reconyng,O,O
than,O,O
xxiijs,O,O
Fl,O,O
.,O,O
the,O,O
pound,O,O
.,O,O
Rather,O,O
then,O,O
ye,O,O
should,O,O
do,O,O
so,O,O
",",O,O
seke,O,O
meanes,O,O
to,O,O
take,O,O
as,O,O
moche,O,O
sterling,O,O
money,O,O
at,O,O
Calleis,O,O
as,O,O
ye,O,O
shall,O,O
lacke,O,O
",",O,O
and,O,O
apointe,O,O
it,O,O
to,O,O
be,O,O
paid,O,O
hier,O,O
",",O,O
or,O,O
ellis,O,O
appointe,O,O
us,O,O
to,O,O
pay,O,O
our,O,O
costome,O,O
hier,O,O
",",O,O
as,O,O
I,O,O
thinke,O,O
moost,O,O
of,O,O
the,O,O
Companye,O,O
will,O,O
.,O,O
Howsebeit,O,O
you,O,O
",",O,O
beinge,O,O
Collocter,O,B
",",O,O
shall,O,O
not,O,O
nede,O,O
to,O,O
charge,O,O
us,O,O
anny,O,O
gener,O,O
with,O,O
anny,O,O
paiement,O,O
then,O,O
ye,O,O
nedes,O,O
must,O,O
.,O,O
End,O,O
.,O,O
1548,O,O
",",O,O
from,O,O
Otwell,B,B
Johnson,I,I
",",O,O
le,O,O
5,O,O
Maie,O,O
",",O,O
consernyng,O,O
spede,O,O
provision,O,O
of,O,O
graine,O,O
",",O,O
and,O,O
nyghe,O,O
the,O,O
poort,O,O
of,O,O
Lynne,O,O
;,O,O
echainge,O,O
ryssen,O,O
to,O,O
22s,O,O
4d,O,O
usans,O,O
et,O,O
pro,O,O
rata,O,O
;,O,O
he,O,O
cannot,O,O
get,O,O
monney,O,O
at,O,O
interest,O,O
by,O,O
the,O,O
yeare,O,O
;,O,O
1001i,O,O
",",O,O
st,O,O
.,O,O
at,O,O
usans,O,O
taken,O,O
of,O,O
Thomas,B,B
Locke,I,I
;,O,O
50li,O,O
paid,O,O
Egglesteld,B,O
for,O,O
.,O,O
felles,O,O
;,O,O
40li,O,O
sent,O,O
to,O,O
Glapthorne,O,O
per,O,O
Adam,B,B
Aldey,I,I
;,O,O
10li,O,O
he,O,O
apointes,O,O
me,O,O
to,O,O
receyve,O,O
of,O,O
Sir,B,B
Thomas,I,I
Brudenell,I,I
;,O,O
xli,O,O
paid,O,O
Cristofer,B,B
Bretain,I,I
",",O,O
and,O,O
xxli,O,O
more,O,O
must,O,O
be,O,O
;,O,O
xxli,O,O
Rychard,B,B
Johnson,I,I
hathe,O,O
apointyd,O,O
hym,O,O
to,O,O
pale,O,O
to,O,O
Mr,B,B
.,I,I
Cave,I,I
;,O,O
what,O,O
monney,O,O
Pawleyowith,O,B
hym,O,O
",",O,O
and,O,O
to,O,O
receyve,O,O
monney,O,O
of,O,O
hym,O,O
;,O,O
26,O,O
dossen,O,O
winter,O,O
and,O,O
17,O,O
dossen,O,O
somers,O,O
felles,O,O
receyved,O,O
owt,O,O
of,O,O
Susex,O,O
",",O,O
xijd,O,O
is,O,O
to,O,O
be,O,O
abated,O,O
of,O,O
the,O,O
first,O,O
price,O,O
made,O,O
",",O,O
and,O,O
rest,O,O
of,O,O
money,O,O
shal,O,O
be,O,O
receyved,O,O
shortely,O,O
.,O,O
Aunswerid,O,O
7,O,O
in,O,O
Maie,O,O
from,O,O
Tickford,O,O
.,O,O
SP,O,O
467,O,O
f.196,O,O
Robert,B,B
Saunders,I,I
.,O,O
Youers,O,O
to,O,O
his,O,O
pouer,O,O
",",O,O
to,O,O
London,O,O
",",O,O
per,O,O
Robeart,B,B
Of,O,O
the,O,O
newes,O,O
of,O,O
Flandres,O,O
",",O,O
Andwarpe,O,O
",",O,O
and,O,O
other,O,O
owte,O,O
-,O,O
ward,O,O
partes,O,O
",",O,O
this,O,O
berar,O,O
",",O,O
Mr,B,B
.,I,I
Flecton,I,I
",",O,O
can,O,O
instructe,O,O
boeth,O,O
Mr,B,B
.,I,I
Cave,I,I
and,O,O
you,O,O
by,O,O
mought,O,O
better,O,O
than,O,O
I,O,O
have,O,O
other,O,O
leasur,O,O
or,O,O
lust,O,O
to,O,O
write,O,O
at,O,O
this,O,O
tyme,O,O
",",O,O
for,O,O
lakke,O,O
of,O,O
sleape,O,O
",",O,O
and,O,O
therfor,O,O
I,O,O
passe,O,O
them,O,O
over,O,O
",",O,O
and,O,O
also,O,O
our,O,O
hooste,O,O
of,O,O
(3,O,O
),O,O
Dewnkerke's,O,O
(4,O,O
),O,O
comendacions,O,O
sins,O,O
I,O,O
sent,O,O
you,O,O
his,O,O
lettre,O,O
;,O,O
hierwith,O,O
committing,O,O
you,O,O
to,O,O
Almighty,O,O
God,O,O
",",O,O
Who,O,O
continue,O,O
your,O,O
welfaire,O,O
.,O,O
Touchyng,O,O
xx,O,O
poketes,O,O
Kesten,O,O
wulles,O,O
of,O,O
myne,O,O
",",O,O
being,O,O
soolld,O,O
payeable,O,O
at,O,O
the,O,O
sight,O,O
in,O,O
Andwerpe,O,O
all,O,O
savyng,O,O
Lli,O,O
in,O,O
Paske,O,O
marte,O,O
payementes,O,O
",",O,O
so,O,O
shuld,O,O
be,O,O
dew,O,O
apon,O,O
Cxxxli,O,O
st,O,O
.,O,O
ta,O,O
theer,O,O
.,O,O
I,O,O
do,O,O
nowe,O,O
wright,O,O
to,O,O
Thomas,B,B
Smyth,I,I
to,O,O
take,O,O
uppe,O,O
e,O,O
at,O,O
sight,O,O
an,O,O
Cli,O,O
or,O,O
vj^XXli,O,O
;,O,O
the,O,O
rest,O,O
shall,O,O
goo,O,O
to,O,O
clere,O,O
that,O,O
I,O,O
owe,O,O
in,O,O
this,O,O
Paske,O,O
marte,O,O
.,O,O
I,O,O
take,O,O
the,O,O
ij,O,O
partes,O,O
of,O,O
the,O,O
benifetes,O,O
that,O,O
I,O,O
must,O,O
bare,O,O
is,O,O
viij,O,O
markis,O,O
mer,O,O
st,O,O
.,O,O
and,O,O
the,O,O
fredom,O,O
of,O,O
ij,O,O
poketes,O,O
",",O,O
for,O,O
there,O,O
went,O,O
to,O,O
yt,O,O
iij,O,O
serpellers,O,O
one,O,O
poket,O,O
old,O,O
.,O,O
I,O,O
have,O,O
writton,O,O
to,O,O
Mr,B,B
.,I,I
Smyth,I,I
yf,O,O
he,O,O
cannot,O,O
have,O,O
monneye,O,O
at,O,O
sight,O,O
for,O,O
xxvjs,O,O
or,O,O
xxvis,O,O
iiijd,O,O
",",O,O
he,O,O
shal,O,O
not,O,O
take,O,O
anny,O,O
at,O,O
sight,O,O
",",O,O
but,O,O
writt,O,O
to,O,O
yow,O,O
of,O,O
xt,O,O
",",O,O
that,O,O
ye,O,O
maye,O,O
make,O,O
yt,O,O
from,O,O
thens,O,O
.,O,O
Where,O,O
ye,O,O
wright,O,O
that,O,O
Thomas,B,B
Smyth,I,I
ys,O,O
payd,O,O
an,O,O
Cli,O,O
",",O,O
and,O,O
that,O,O
ye,O,O
will,O,O
repaye,O,O
hym,O,O
xlli,O,O
of,O,O
the,O,O
Cli,O,O
taken,O,O
per,O,O
Henry,B,B
Southewyck,I,I
at,O,O
Cales,O,O
",",O,O
he,O,O
writtes,O,O
me,O,O
he,O,O
hathe,O,O
receyved,O,O
non,O,O
of,O,O
the,O,O
Cli,O,O
put,O,O
that,O,O
ye,O,O
will,O,O
