word,true_label,predictions
",",O,O
whose,O,O
soull,O,O
God,O,O
pardonne,O,O
.,O,O
That,O,O
notwithstanding,O,O
",",O,O
his,O,O
sonne,O,O
ys,O,O
and,O,O
shal,O,O
be,O,O
at,O,O
your,O,O
commaundement,O,O
if,O,O
you,O,O
please,O,O
",",O,O
and,O,O
with,O,O
him,O,O
shal,O,O
you,O,O
have,O,O
xxli,O,O
mer,O,O
st,O,O
.,O,O
to,O,O
your,O,O
use,O,O
for,O,O
the,B,O
first,I,O
halff,I,O
of,I,O
hys,I,O
yerys,I,O
",",O,O
so,O,O
that,O,O
he,O,O
may,O,O
then,O,O
have,O,O
hit,O,O
agayn,O,O
to,O,O
his,O,O
owne,O,O
occupiyng,O,O
for,O,O
the,B,O
other,I,O
halff,I,O
of,I,O
his,I,O
said,I,O
yeres,I,O
and,O,O
so,O,O
forthe,O,O
",",O,O
for,O,O
his,O,O
stock,O,O
and,O,O
settyng,O,O
up,O,O
;,O,O
and,O,O
further,O,O
help,O,O
his,O,O
father,O,O
hathe,O,O
not,O,O
left,O,O
him,O,O
in,O,O
redy,O,O
money,O,O
.,O,O
He,O,O
hath,O,O
gevyn,O,O
him,O,O
mor,O,O
;,O,O
the,O,O
one,O,O
halff,O,O
of,O,O
his,O,O
apparell,O,O
and,O,O
howsehold,O,O
stuff,O,O
",",O,O
and,O,O
the,O,O
howse,O,O
that,O,O
he,O,O
dwelt,O,O
yn,O,O
ten,B,B
yeres,I,I
expirid,O,O
after,O,O
his,O,O
deathe,O,O
",",O,O
for,O,O
the,O,O
which,O,O
x,B,O
yeres,I,O
his,O,O
wydow,O,O
most,O,O
have,O,O
the,O,O
sam,O,O
",",O,O
paiyng,O,O
therfor,O,O
xls,O,O
mer,O,O
st,O,O
.,O,O
by,O,O
yere,O,O
to,O,O
the,O,O
beheiff,O,O
of,O,O
his,O,O
and,O,O
hir,O,O
ij,O,O
meyden,O,O
children,O,O
",",O,O
to,O,O
the,O,O
which,O,O
ij,O,O
children,O,O
he,O,O
hathe,O,O
also,O,O
gevyn,O,O
to,O,O
every,O,O
of,O,O
them,O,O
a,O,O
dwelling,O,O
howsse,O,O
within,O,O
the,O,O
town,O,O
of,O,O
Calais,O,O
",",O,O
and,O,O
al,O,O
the,O,O
rest,O,O
of,O,O
his,O,O
goodes,O,O
to,O,O
his,O,O
wyffe,O,O
.,O,O
And,O,O
more,O,O
I,O,O
cannot,O,O
asserteyn,O,O
you,O,O
",",O,O
but,O,O
that,O,O
John,O,O
Long,O,O
the,O,O
younger,O,O
that,O,O
shuld,O,O
be,O,O
your,O,O
apprenttes,O,O
",",O,O
hathe,O,O
lernyd,O,O
the,O,O
Frensshe,O,O
toung,O,O
well,O,O
this,B,O
xij,I,O
monnethis,I,O
at,O,O
Saint,O,O
Omers,O,O
",",O,O
and,O,O
dothe,O,O
bothe,O,O
write,O,O
and,O,O
speke,O,O
the,O,O
same,O,O
very,O,O
well,O,O
",",O,O
and,O,O
I,O,O
assure,O,O
you,O,O
he,O,O
is,O,O
a,O,O
fayr,O,O
penman,O,O
.,O,O
He,O,O
is,O,O
sent,O,O
for,O,O
to,O,O
comme,O,O
homme,O,O
to,O,O
Calais,O,O
",",O,O
therfor,O,O
I,O,O
beseche,O,O
you,O,O
of,O,O
a,O,O
spedy,O,O
ansewer,O,O
herof,O,O
what,O,O
your,O,O
pleasur,O,O
shal,O,O
be,O,O
consernyng,O,O
the,O,O
premyssis,O,O
.,O,O
For,O,O
the,O,O
acqueintans,O,O
of,O,O
the,O,O
father,O,O
I,O,O
wil,O,O
be,O,O
glad,O,O
to,O,O
help,O,O
the,O,O
childe,O,O
to,O,O
his,O,O
preferment,O,O
",",O,O
and,O,O
firther,O,O
I,O,O
have,O,O
not,O,O
to,O,O
do,O,O
",",O,O
as,O,O
knowith,O,O
Jhesu,O,O
",",O,O
Ho,O,O
ever,O,O
preserve,O,O
you,O,O
to,O,O
his,O,O
My,O,O
mynd,O,O
was,O,O
.,O,O
sente,O,O
her,O,O
or,O,O
this,O,O
",",O,O
whiche,O,O
.,O,O
commyssion,O,O
for,O,O
it,O,O
at,O,O
my,O,O
going,O,O
.,O,O
.,O,O
but,O,O
nowe,O,O
by,O,O
the,O,O
fyrst,O,O
to,O,O
Callais,O,O
.,O,O
.,O,O
may,O,O
have,O,O
it,O,O
against,O,O
Lente,O,O
to,O,O
wasshe,O,O
.,O,O
fyshe,O,O
.,O,O
Thus,O,O
having,O,O
no,O,O
other,O,O
matter,O,O
in,O,O
rememberans,O,O
",",O,O
but,O,O
geving,O,O
Mistris,O,O
Baynam,O,O
and,O,O
youe,O,O
immortal,O,O
thankes,O,O
for,O,O
the,O,O
gret,O,O
cost,O,O
and,O,O
troble,O,O
I,O,O
put,O,O
youe,O,O
and,O,O
all,O,O
youer,O,O
houshold,O,O
unto,O,O
in,O,O
mye,O,O
sicknes,O,O
",",O,O
I,O,O
comyt,O,O
youe,O,O
to,O,O
the,O,O
preservation,O,O
of,O,O
the,O,O
Lord,O,O
.,O,O
A,O,O
coppe,O,O
of,O,O
a,O,O
lettre,O,O
Add,O,O
.,O,O
To,O,O
John,O,O
Johnson,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Stapull,O,O
at,O,O
Calais,O,O
",",O,O
in,O,O
Lyme,O,O
Streit,O,O
at,O,O
London,O,O
this,O,O
lettur,O,O
be,O,O
delyveryd,O,O
with,O,O
spede,O,O
",",O,O
atte,O,O
London,O,O
.,O,O
425,O,O
.,O,O
JOHN,O,O
JOHNSON,O,O
TO,O,O
ANTHONY,O,O
CAVE,O,O
Antony,O,O
Cave,O,O
.,O,O
Add,O,O
.,O,O
TO,O,O
my,O,O
loving,O,O
brother,O,O
John,O,O
Johnsone,O,O
",",O,O
marchant,O,O
of,O,O
the,O,O
Staple,O,O
",",O,O
at,O,O
Calleis,O,O
.,O,O
The,O,O
bryngger,O,O
of,O,O
thys,O,O
letter,O,O
I,O,O
thynke,O,O
be,O,O
Rauffe,O,O
Freman,O,O
",",O,O
wyche,O,O
can,O,O
declare,O,O
to,O,O
you,O,O
my,O,O
excussys,O,O
",",O,O
iff,O,O
you,O,O
wylle,O,O
so,O,O
take,O,O
them,O,O
",",O,O
and,O,O
no,O,O
faynyd,O,O
thynges,O,O
.,O,O
The,O,O
firken,O,O
of,O,O
sturgeon,O,O
that,O,O
ye,O,O
have,O,O
receavid,O,O
of,O,O
my,O,O
marke,O,O
is,O,O
for,O,O
you,O,O
",",O,O
and,O,O
even,O,O
so,O,O
is,O,O
that,O,O
whiche,O,O
is,O,O
at,O,O
London,O,O
",",O,O
for,O,O
I,O,O
have,O,O
apointid,O,O
none,O,O
of,O,O
it,O,O
for,O,O
anny,O,O
other,O,O
;,O,O
and,O,O
althoughe,O,O
it,O,O
be,O,O
in,O,O
ij,O,O
tonnekyns,O,O
",",O,O
yet,O,O
I,O,O
thincke,O,O
ther,O,O
is,O,O
no,O,O
more,O,O
bestowdd,O,O
then,O,O
your,O,O
comyssion,O,O
was,O,O
.,O,O
I,O,O
perseave,O,O
what,O,O
monney,O,O
ye,O,O
have,O,O
receyved,O,O
from,O,O
my,O,O
brother,O,O
Otwell,O,O
.,O,O
He,O,O
hathe,O,O
sins,B,O
that,I,B
tyme,I,O
sent,O,O
you,O,O
more,O,O
monney,O,O
",",O,O
so,O,O
that,O,O
my,O,O
trust,O,O
is,O,O
by,B,O
this,I,B
tyme,I,I
Harison,O,O
hathe,O,O
earnestid,O,O
a,O,O
good,O,O
portion,O,O
of,O,O
wullis,O,O
for,O,O
me,O,O
.,O,O
I,O,O
praie,O,O
you,O,O
",",O,O
desier,O,O
him,O,O
to,O,O
get,O,O
as,O,O
long,O,O
daie,O,O
to,O,O
waie,O,O
as,O,O
he,O,O
can,O,O
",",O,O
for,O,O
it,O,O
wil,O,O
be,O,O
moche,O,O
to,O,O
waie,O,O
and,O,O
paie,O,O
owt,O,O
of,O,O
haund,O,O
",",O,O
and,O,O
therfore,O,O
my,O,O
trust,O,O
is,O,O
he,O,O
shall,O,O
get,O,O
Mychelmes,O,O
daie,O,O
:,O,O
respit,O,O
of,O,O
a,O,O
good,O,O
portion,O,O
lenger,O,O
if,O,O
he,O,O
can,O,O
.,O,O
I,O,O
am,O,O
offred,O,O
monney,O,O
in,O,O
the,O,O
Streat,O,O
by,O,O
Englisshemen,O,O
for,O,O
the,O,O
payementes,O,O
of,O,O
the,O,O
Cold,O,O
maerte,O,O
",",O,O
and,O,O
in,O,O
defaulte,O,O
therof,O,O
to,O,O
repay,O,O
them,O,O
hier,O,O
agen,O,O
xiiij,B,B
dayes,I,I
or,O,I
thre,B,I
wekes,I,I
after,I,I
Easter,O,I
.,O,O
Yf,O,O
you,O,O
come,O,O
not,O,O
up,O,O
nowe,B,O
yourself,O,O
",",O,O
write,O,O
me,O,O
your,O,O
mynd,O,O
hierin,O,O
",",O,O
and,O,O
wher,O,O
your,O,O
billes,O,O
ar,O,O
of,O,O
that,O,O
maerte,O,O
",",O,O
for,O,O
Maistres,O,O
Fayrey,O,O
doeth,O,O
call,O,O
uppon,O,O
me,O,O
for,O,O
her,O,O
debt,O,O
of,O,O
the,B,O
same,I,O
tyme,I,O
",",O,O
which,O,O
she,O,O
sayeth,O,O
she,O,O
can,O,O
nowe,B,O
take,O,O
monney,O,O
for,O,O
of,O,O
honenst,O,O
men,O,O
after,O,O
the,O,O
sorte,O,O
as,O,O
is,O,O
abovsayd,O,O
.,O,O
Th'exchaunge,O,O
goeth,O,O
hier,O,O
at,O,O
26s,O,O
6d,O,O
",",O,O
at,O,O
sight,O,O
.,O,O
Newes,O,O
from,O,O
the,O,O
see,O,O
I,O,O
heare,O,O
none,O,O
as,O,O
yett,O,O
that,O,O
be,O,O
certain,O,O
",",O,O
butt,O,O
it,O,O
wil,O,O
not,O,O
be,O,O
long,O,O
yer,O,O
anny,O,O
will,O,O
come,O,O
",",O,O
for,O,O
the,O,O
Kinge's,O,O
Majestie,O,O
is,O,O
perfaictly,O,O
informed,O,O
that,O,O
the,O,O
5th,O,O
day,O,O
of,O,O
this,O,O
monneth,O,O
",",O,O
all,O,O
the,O,O
Frensshe,O,O
navie,O,O
shuld,O,O
be,O,O
in,O,O
redines,O,O
to,O,O
starte,O,O
abrode,O,O
.,O,O
I,O,O
suppose,O,O
all,O,O
shal,O,O
not,O,O
eskape,O,O
our,O,O
Englisshe,O,O
navie,O,O
",",O,O
the,O,O
good,O,O
Lorde's,O,O
will,O,O
be,O,O
done,O,O
in,O,O
everything,O,O
and,O,O
place,O,O
",",O,O
for,O,O
the,O,O
Counsaile,O,O
of,O,O
this,O,O
reaulme,O,O
do,O,O
gyve,O,O
men,O,O
moche,O,O
warening,O,O
of,O,O
Flanders,O,O
",",O,O
as,O,O
well,O,O
as,O,O
thay,O,O
do,O,O
provide,O,O
against,O,O
Frensshemen,O,O
.,O,O
(3b,O,O
),O,O
John,O,O
Saxby,O,O
",",O,O
I,O,O
trust,O,O
ye,O,O
wil,O,O
be,O,O
contentid,O,O
with,O,O
this,O,O
sale,O,O
",",O,O
trusting,O,O
that,O,O
with,O,O
the,O,O
proffit,O,O
ao,O,O
the,O,O
monneys,O,O
the,O,O
reconyng,O,O
wil,O,O
be,O,O
honest,O,O
.,O,O
I,O,O
take,O,O
this,O,O
to,O,O
be,O,O
the,O,O
better,O,O
waie,O,O
to,O,O
sell,O,O
them,O,O
for,O,O
monney,O,O
",",O,O
then,O,O
to,O,O
have,O,O
sold,O,O
them,O,O
unto,O,O
the,O,O
Harlamers,O,O
and,O,O
have,O,O
geven,O,O
tyme,O,O
;,O,O
and,O,O
otherwise,O,O
then,O,O
to,O,O
have,O,O
had,O,O
a,O,O
Cli,O,O
in,O,O
the,O,O
Cold,O,O
and,O,O
another,O,O
in,O,O
the,O,O
Bames,O,O
wold,O,O
they,O,O
not,O,O
offre,O,O
me,O,O
",",O,O
and,O,O
yet,O,O
have,O,O
geven,O,O
me,O,O
no,O,O
more,O,O
price,O,O
then,O,O
xvij,O,O
nobles,O,O
and,O,O
xx,O,O
nobles,O,O
.,O,O
As,O,O
for,O,O
the,O,O
rest,O,O
of,O,O
your,O,O
fellis,O,O
",",O,O
thoughe,O,O
they,O,O
be,O,O
not,O,O
now,O,O
sold,O,O
",",O,O
their,O,O
is,O,O
no,O,O
dowte,O,O
will,O,O
geve,O,O
us,O,O
redie,O,O
monney,O,O
by,O,O
Candlemes,O,O
daie,O,O
",",O,O
for,O,O
by,O,O
that,O,O
tyme,O,O
that,O,O
these,O,O
Hollanders,O,O
of,O,O
Leithe,O,O
and,O,O
Harlem,O,O
be,O,O
servyd,O,O
",",O,O
I,O,O
cannot,O,O
perseave,O,O
the,O,O
wil,O,O
be,O,O
left,O,O
past,O,O
iiij^XX,O,O
M,O,O
.,O,O
fellis,O,O
in,O,O
Callais,O,O
of,O,O
all,O,O
soirtes,O,O
.,O,O
4,O,O
Quant,O,O
a,O,O
che,O,O
que,O,O
ditte,O,O
que,O,O
je,O,O
vous,O,O
escrive,O,O
combien,O,O
le,O,O
poisson,O,O
en,O,O
baril,O,O
vaust,O,O
en,O,O
Zellandre,O,O
",",O,O
je,O,O
ne,O,O
la,O,O
say,O,O
point,O,O
",",O,O
mes,O,O
je,O,O
en,O,O
rescriray,O,O
en,O,O
Zellandre,O,O
",",O,O
et,O,O
en,O,O
saichant,O,O
la,O,O
verite,O,O
",",O,O
je,O,O
vous,O,O
en,O,O
donneray,O,O
advis,O,O
",",O,O
et,O,O
quant,O,O
a,O,O
che,O,O
qe,O,O
ditte,O,O
que,O,O
vaudrie,O,O
avoir,O,O
pour,O,O
tenue,O,O
20,O,O
botte,O,O
de,O,O
vin,O,O
avecque,O,O
4,O,O
lest,O,O
de,O,O
poisson,O,O
",",O,O
en,O,O
saichant,O,O
le,O,O
pris,O,O
je,O,O
vous,O,O
en,O,O
advertiray,O,O
de,O,O
tout,O,O
.,O,O
917,O,O
.,O,O
JOHN,O,O
JOHNSON,O,O
TO,O,O
MRS,O,O
.,O,O
SAUNDERS,O,O
I,O,O
stand,O,O
in,O,O
dowte,O,O
whether,O,O
my,O,O
brother,O,O
will,O,O
charg,O,O
you,O,O
for,O,O
a,O,O
Cli,O,O
st,O,O
.,O,O
from,O,O
London,O,O
vj,B,B
daies,I,I
after,I,I
sight,I,O
or,O,O
not,O,O
.,O,O
If,O,O
he,O,O
do,O,O
",",O,O
then,O,O
the,O,O
Cli,O,O
that,O,O
Daniell,O,O
hathe,O,O
promysyd,O,O
to,O,O
paie,O,O
redie,O,O
monney,O,O
maie,O,O
serve,O,O
that,O,O
purpose,O,O
",",O,O
and,O,O
for,O,O
all,O,O
the,O,O
reste,O,O
I,O,O
will,O,O
geve,O,O
ordre,O,O
at,O,O
my,O,O
being,O,O
at,O,O
Andwerpe,O,O
",",O,O
whiche,O,O
(God,O,O
to,O,O
