word_id,word_original,NAME,LOCATION,NATION,MARKET,DATE,TIME,PRICE,GOD,labels,word,POS
SB_J_1.3.51,"me,",O,O,O,O,O,O,O,O,O,me,PRON
SB_J_1.3.51.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.52,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_1.3.53,that,O,O,O,O,O,O,O,O,O,that,PRON
SB_J_1.3.54,haeth,O,O,O,O,O,O,O,O,O,haeth,PROPN
SB_J_1.3.55,ben,O,O,O,O,O,O,O,O,O,ben,PROPN
SB_J_1.3.56,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_1.3.57,lakke,O,O,O,O,O,O,O,O,O,lakke,VERB
SB_J_1.3.58,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_1.3.59,convenient,O,O,O,O,O,O,O,O,O,convenient,ADJ
SB_J_1.3.60,leasur,O,O,O,O,O,O,O,O,O,leasur,PROPN
SB_J_1.3.61,these,O,O,O,O,O,B,O,O,TIME-B,these,PRON
SB_J_1.3.62,few,O,O,O,O,O,I,O,O,TIME-I,few,ADJ
SB_J_1.3.63,dayes,O,O,O,O,O,I,O,O,TIME-I,dayes,VERB
SB_J_1.3.64,past,O,O,O,O,O,I,O,O,TIME-I,past,NOUN
SB_J_1.3.65,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_1.3.66,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_1.3.67,imployed,O,O,O,O,O,O,O,O,O,imployed,VERB
SB_J_1.3.68,myn,O,O,O,O,O,O,O,O,O,myn,PROPN
SB_J_1.3.69,ernest,O,O,O,O,O,O,O,O,O,ernest,VERB
SB_J_1.3.70,labour,O,O,O,O,O,O,O,O,O,labour,NOUN
SB_J_1.3.71,theraboutes;,O,O,O,O,O,O,O,O,O,theraboutes,NOUN
SB_J_1.3.71.1,,O,O,O,O,O,O,O,O,O,;,PUNCT
SB_J_1.3.72,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_1.3.73,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_1.3.74,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_1.3.75,so,O,O,O,O,O,O,O,O,O,so,ADV
SB_J_1.3.76,moche,O,O,O,O,O,O,O,O,O,moche,PROPN
SB_J_1.3.77,ben,O,O,O,O,O,O,O,O,O,ben,PROPN
SB_J_1.3.78,charced,O,O,O,O,O,O,O,O,O,charced,VERB
SB_J_1.3.79,with,O,O,O,O,O,O,O,O,O,with,ADP
SB_J_1.3.80,Mr.,B,O,O,O,O,O,O,O,NAME-B,Mr,PROPN
SB_J_1.3.80.1,,I,O,O,O,O,O,O,O,NAME-I,.,PUNCT
SB_J_1.3.81,Comptroller's,I,O,O,O,O,O,O,O,NAME-I,Comptroller's,NOUN
SB_J_1.3.82,affairs,O,O,O,O,O,O,O,O,O,affairs,NOUN
SB_J_1.3.83,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_1.3.84,bussy,O,O,O,O,O,O,O,O,O,bussy,NOUN
SB_J_1.3.85,commissions,O,O,O,O,O,O,O,O,O,commissions,NOUN
SB_J_1.3.86,all,O,O,O,O,O,B,O,O,TIME-B,all,PRON
SB_J_1.3.87,this,O,O,O,O,O,I,O,O,TIME-I,this,PRON
SB_J_1.3.88,weke,O,O,O,O,O,I,O,O,TIME-I,weke,ADJ
SB_J_1.3.89,"past,",O,O,O,O,O,I,O,O,TIME-I,past,NOUN
SB_J_1.3.89.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.90,that,O,O,O,O,O,O,O,O,O,that,PRON
SB_J_1.3.91,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_1.3.92,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_1.3.93,had,O,O,O,O,O,O,O,O,O,had,VERB
SB_J_1.3.94,no,O,O,O,O,O,O,O,O,O,no,INTJ
SB_J_1.3.95,spare,O,O,O,O,O,O,O,O,O,spare,ADJ
SB_J_1.3.96,tyme,O,O,O,O,O,O,O,O,O,tyme,NOUN
SB_J_1.3.97,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_1.3.98,do,O,O,O,O,O,O,O,O,O,do,VERB
SB_J_1.3.99,annything,O,O,O,O,O,O,O,O,O,annything,VERB
SB_J_1.3.100,ellis,O,O,O,O,O,O,O,O,O,ellis,PROPN
SB_J_1.3.101,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_1.3.102,myself,O,O,O,O,O,O,O,O,O,myself,PRON
SB_J_1.3.103,nor,O,O,O,O,O,O,O,O,O,nor,CCONJ
SB_J_1.3.104,any,O,O,O,O,O,O,O,O,O,any,PRON
SB_J_1.3.105,"other,",O,O,O,O,O,O,O,O,O,other,ADJ
SB_J_1.3.105.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.106,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_1.3.107,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_1.3.108,chieff,O,O,O,O,O,O,O,O,O,chieff,VERB
SB_J_1.3.109,part,O,O,O,O,O,O,O,O,O,part,NOUN
SB_J_1.3.110,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_1.3.111,thoe,O,O,O,O,O,O,O,O,O,thoe,NOUN
SB_J_1.3.112,same,O,O,O,O,O,O,O,O,O,same,ADJ
SB_J_1.3.113,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_1.3.114,ben,O,O,O,O,O,O,O,O,O,ben,PROPN
SB_J_1.3.115,concerning,O,O,O,O,O,O,O,O,O,concerning,VERB
SB_J_1.3.116,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_1.3.117,necessite,O,O,O,O,O,O,O,O,O,necessite,ADJ
SB_J_1.3.118,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_1.3.119,provision,O,O,O,O,O,O,O,O,O,provision,NOUN
SB_J_1.3.120,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_1.3.121,thinges,O,O,O,O,O,O,O,O,O,thinges,NOUN
SB_J_1.3.122,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_1.3.123,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_1.3.124,Quen's,O,O,O,O,O,O,O,O,O,Quen's,PROPN
SB_J_1.3.125,"howsehold,",O,O,O,O,O,O,O,O,O,howsehold,VERB
SB_J_1.3.125.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.126,which,O,O,O,O,O,O,O,O,O,which,PRON
SB_J_1.3.127,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_1.3.128,suppose,O,O,O,O,O,O,O,O,O,suppose,VERB
SB_J_1.3.129,will,O,O,O,O,O,O,O,O,O,will,AUX
SB_J_1.3.130,take,O,O,O,O,O,O,O,O,O,take,VERB
SB_J_1.3.131,an,O,O,O,O,O,O,O,O,O,an,PRON
SB_J_1.3.132,end,O,O,O,O,O,O,O,O,O,end,NOUN
SB_J_1.3.133,very,O,O,O,O,O,B,O,O,TIME-B,very,ADV
SB_J_1.3.134,"shortely,",O,O,O,O,O,I,O,O,TIME-I,shortely,ADV
SB_J_1.3.134.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.135,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_1.3.136,as,O,O,O,O,O,O,O,O,O,as,ADP
SB_J_1.3.137,tomorrowe,O,O,O,O,O,B,O,O,TIME-B,tomorrowe,NOUN
SB_J_1.3.138,in,O,O,O,O,O,I,O,O,TIME-I,in,ADP
SB_J_1.3.139,the,O,O,O,O,O,I,O,O,TIME-I,the,PRON
SB_J_1.3.140,morning,O,O,O,O,O,I,O,O,TIME-I,morning,NOUN
SB_J_1.3.141,she,O,O,O,O,O,O,O,O,O,she,PRON
SB_J_1.3.142,(1),O,O,O,O,O,O,O,O,O,(1,PUNCT
SB_J_1.3.142.1,,O,O,O,O,O,O,O,O,O,),PUNCT
SB_J_1.3.143,is,O,O,O,O,O,O,O,O,O,is,AUX
SB_J_1.3.144,appointed,O,O,O,O,O,O,O,O,O,appointed,VERB
SB_J_1.3.145,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_1.3.146,lose,O,O,O,O,O,O,O,O,O,lose,VERB
SB_J_1.3.147,her,O,O,O,O,O,O,O,O,O,her,PRON
SB_J_1.3.148,lyff,O,O,O,O,O,O,O,O,O,lyff,PROPN
SB_J_1.3.149,within,O,O,O,O,O,O,O,O,O,within,ADP
SB_J_1.3.150,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_1.3.151,"Tower,",O,O,O,O,O,O,O,O,O,Tower,NOUN
SB_J_1.3.151.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.152,as,O,O,O,O,O,O,O,O,O,as,ADP
SB_J_1.3.153,is,O,O,O,O,O,O,O,O,O,is,AUX
SB_J_1.3.154,"sayd,",O,O,O,O,O,O,O,O,O,sayd,PROPN
SB_J_1.3.154.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.155,wher,O,O,O,O,O,O,O,O,O,wher,NOUN
SB_J_1.3.156,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_1.3.157,am,O,O,O,O,O,O,O,O,O,am,AUX
SB_J_1.3.158,comanded,O,O,O,O,O,O,O,O,O,comanded,VERB
SB_J_1.3.159,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_1.3.160,wayte,O,O,O,O,O,O,O,O,O,wayte,ADJ
SB_J_1.3.161,uppon,O,O,O,O,O,O,O,O,O,uppon,ADJ
SB_J_1.3.162,my,O,O,O,O,O,O,O,O,O,my,PRON
SB_J_1.3.163,"maister,",O,O,O,O,O,O,O,O,O,maister,NOUN
SB_J_1.3.163.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.164,(2),O,O,O,O,O,O,O,O,O,(2,PUNCT
SB_J_1.3.164.1,,O,O,O,O,O,O,O,O,O,),PUNCT
SB_J_1.3.165,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_1.3.166,therfor,O,O,O,O,O,O,O,O,O,therfor,ADP
SB_J_1.3.167,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_1.3.168,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_1.3.169,made,O,O,O,O,O,O,O,O,O,made,VERB
SB_J_1.3.170,up,O,O,O,O,O,O,O,O,O,up,ADV
SB_J_1.3.171,this,O,O,O,O,O,O,O,O,O,this,PRON
SB_J_1.3.172,my,O,O,O,O,O,O,O,O,O,my,PRON
SB_J_1.3.173,rude,O,O,O,O,O,O,O,O,O,rude,NOUN
SB_J_1.3.174,lettre,O,O,O,O,O,O,O,O,O,lettre,NOUN
SB_J_1.3.175,"overnight,",O,O,O,O,O,O,O,O,O,overnight,ADV
SB_J_1.3.175.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.176,moost,O,O,O,O,O,O,O,O,O,moost,VERB
SB_J_1.3.177,expressly,O,O,O,O,O,O,O,O,O,expressly,ADV
SB_J_1.3.178,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_1.3.179,declare,O,O,O,O,O,O,O,O,O,declare,VERB
SB_J_1.3.180,unto,O,O,O,O,O,O,O,O,O,unto,ADP
SB_J_1.3.181,you,O,O,O,O,O,O,O,O,O,you,PRON
SB_J_1.3.182,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_1.3.183,newes,O,O,O,O,O,O,O,O,O,newes,PROPN
SB_J_1.3.184,aformencioned;,O,O,O,O,O,O,O,O,O,aformencioned,VERB
SB_J_1.3.184.1,,O,O,O,O,O,O,O,O,O,;,PUNCT
SB_J_1.3.185,howbeit,O,O,O,O,O,O,O,O,O,howbeit,VERB
SB_J_1.3.186,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_1.3.187,lakke,O,O,O,O,O,O,O,O,O,lakke,VERB
SB_J_1.3.188,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_1.3.189,leasur,O,O,O,O,O,O,O,O,O,leasur,PROPN
SB_J_1.3.190,"nowe,",O,O,O,O,O,O,O,O,O,nowe,PROPN
SB_J_1.3.190.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.191,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_1.3.192,shall,O,O,O,O,O,O,O,O,O,shall,AUX
SB_J_1.3.193,gladdly,O,O,O,O,O,O,O,O,O,gladdly,ADV
SB_J_1.3.194,open,O,O,O,O,O,O,O,O,O,open,VERB
SB_J_1.3.195,a,O,O,O,O,O,O,O,O,O,a,PRON
SB_J_1.3.196,great,O,O,O,O,O,O,O,O,O,great,ADJ
SB_J_1.3.197,deale,O,O,O,O,O,O,O,O,O,deale,NOUN
SB_J_1.3.198,more,O,O,O,O,O,O,O,O,O,more,ADV
SB_J_1.3.199,hierof,O,O,O,O,O,O,O,O,O,hierof,VERB
SB_J_1.3.200,at,O,O,O,O,O,O,O,O,O,at,ADP
SB_J_1.3.201,our,O,O,O,O,O,O,O,O,O,our,PRON
SB_J_1.3.202,meting,O,O,O,O,O,O,O,O,O,meting,VERB
SB_J_1.3.203,"hier,",O,O,O,O,O,O,O,O,O,hier,NOUN
SB_J_1.3.203.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.3.204,by,O,O,O,O,O,O,O,O,O,by,ADP
SB_J_1.3.205,Gode's,O,O,O,O,O,O,O,B,GOD-B,Gode's,PROPN
SB_J_1.3.206,favour.,O,O,O,O,O,O,O,O,O,favour,VERB
SB_J_1.3.206.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_1.4.0,And,O,O,O,O,O,O,O,O,O,And,CCONJ
SB_J_1.4.1,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_1.4.2,that,O,O,O,O,O,O,O,O,O,that,PRON
SB_J_1.4.3,that,O,O,O,O,O,O,O,O,O,that,PRON
SB_J_1.4.4,touchet,O,O,O,O,O,O,O,O,O,touchet,NOUN
SB_J_1.4.5,your,O,O,O,O,O,O,O,O,O,your,PRON
SB_J_1.4.6,mother's,O,O,O,O,O,O,O,O,O,mother's,NOUN
SB_J_1.4.7,(3),O,O,O,O,O,O,O,O,O,(3,PUNCT
SB_J_1.4.7.1,,O,O,O,O,O,O,O,O,O,),PUNCT
SB_J_1.4.8,"wins,",O,O,O,O,O,O,O,O,O,wins,VERB
SB_J_1.4.8.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.4.9,even,O,O,O,O,O,O,O,O,O,even,ADV
SB_J_1.4.10,as,O,O,O,O,O,O,O,O,O,as,ADP
SB_J_1.4.11,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_1.4.12,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_1.4.13,written,O,O,O,O,O,O,O,O,O,written,VERB
SB_J_1.4.14,unto,O,O,O,O,O,O,O,O,O,unto,ADP
SB_J_1.4.15,you,O,O,O,O,O,O,O,O,O,you,PRON
SB_J_1.4.16,befor,O,O,O,O,O,O,O,O,O,befor,PROPN
SB_J_1.4.17,this,O,O,O,O,O,O,O,O,O,this,PRON
SB_J_1.4.18,"tyme,",O,O,O,O,O,O,O,O,O,tyme,NOUN
SB_J_1.4.18.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.4.19,so,O,O,O,O,O,O,O,O,O,so,ADV
SB_J_1.4.20,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_1.4.21,say,O,O,O,O,O,O,O,O,O,say,VERB
SB_J_1.4.22,nowe:,O,O,O,O,O,O,O,O,O,nowe,PROPN
SB_J_1.4.22.1,,O,O,O,O,O,O,O,O,O,:,PUNCT
SB_J_1.4.23,that,O,O,O,O,O,O,O,O,O,that,PRON
SB_J_1.4.24,"is,",O,O,O,O,O,O,O,O,O,is,AUX
SB_J_1.4.24.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_1.4.25,of,O,O,O,O,O,O,O,O,O,of,ADP
